department_id,department_name,latitude,longitude,locality,postal_code
86,Vienne,46.264,0.7896,Adriers,86430
86,Vienne,46.757,0.1536,Amberre,86110
86,Vienne,46.349,0.2702,Anché,86700
86,Vienne,46.698,0.8962,Angles-sur-l'Anglin,86260
86,Vienne,46.938,0.1022,Angliers,86330
86,Vienne,46.536,0.8391,Antigny,86310
86,Vienne,46.877,0.5307,Antran,86100
86,Vienne,46.952,0.0033,Arçay,86200
86,Vienne,46.671,0.6812,Archigny,86210
86,Vienne,46.445,0.3342,Aslonnes,86340
86,Vienne,46.150,0.7846,Asnières-sur-Blour,86430
86,Vienne,46.103,0.4083,Asnois,86250
86,Vienne,46.906,0.0912,Aulnay,86330
86,Vienne,46.756,0.5697,Availles-en-Châtellerault,86530
86,Vienne,46.133,0.6474,Availles-Limouzine,86460
86,Vienne,46.663,0.3048,Avanton,86170
86,Vienne,46.644,0.0454,Ayron,86190
86,Vienne,47.044,0.1240,Basses,86200
86,Vienne,46.743,0.4369,Beaumont Saint-Cyr,86490
86,Vienne,46.743,0.4369,Beaumont Saint-Cyr,86490
86,Vienne,46.650,0.6078,Bellefonds,86210
86,Vienne,46.551,0.0352,Benassay,86470
86,Vienne,47.059,-0.072,Berrie,86120
86,Vienne,46.901,0.2686,Berthegon,86420
86,Vienne,46.555,0.2025,Béruges,86190
86,Vienne,46.546,0.9765,Béthines,86310
86,Vienne,47.087,0.1736,Beuxes,86120
86,Vienne,46.585,0.2975,Biard,86580
86,Vienne,46.603,0.4657,Bignoux,86800
86,Vienne,46.207,0.2555,Blanzay,86400
86,Vienne,46.729,0.2305,Blaslay,86170
86,Vienne,46.613,0.5993,Bonnes,86300
86,Vienne,46.679,0.5660,Bonneuil-Matours,86210
86,Vienne,46.355,0.5817,Bouresse,86410
86,Vienne,46.372,1.0018,Bourg-Archambault,86390
86,Vienne,47.074,0.0752,Bournand,86120
86,Vienne,46.387,1.0900,Brigueil-le-Chantre,86290
86,Vienne,46.357,0.4722,Brion,86160
86,Vienne,46.250,0.1917,Brux,86510
86,Vienne,46.631,0.8215,La Bussière,86310
86,Vienne,46.605,0.3692,Buxerolles,86180
