department_id,department_name,latitude,longitude,locality,postal_code
87,Haute-Vienne,45.798,1.1325,Aixe-sur-Vienne,87700
87,Haute-Vienne,45.953,1.3993,Ambazac,87240
87,Haute-Vienne,46.263,1.3733,Arnac-la-Poste,87160
87,Haute-Vienne,45.771,1.7005,Augne,87120
87,Haute-Vienne,45.809,1.4012,Aureil,87220
87,Haute-Vienne,46.307,1.0573,Azat-le-Ris,87360
87,Haute-Vienne,46.108,1.2162,Balledent,87290
87,Haute-Vienne,46.255,1.0839,La Bazeuge,87210
87,Haute-Vienne,45.771,1.8548,Beaumont-du-Lac,87120
87,Haute-Vienne,46.104,1.0411,Bellac,87300
87,Haute-Vienne,46.065,1.1095,Berneuil,87300
87,Haute-Vienne,46.077,1.4176,Bersac-sur-Rivalier,87370
87,Haute-Vienne,46.108,1.3601,Bessines-sur-Gartempe,87250
87,Haute-Vienne,46.108,1.3601,Bessines-sur-Gartempe,87250
87,Haute-Vienne,45.767,1.1655,Beynac,87700
87,Haute-Vienne,45.977,1.5362,Les Billanges,87340
87,Haute-Vienne,46.127,1.1079,Blanzac,87300
87,Haute-Vienne,46.053,1.0171,Blond,87300
87,Haute-Vienne,45.761,1.3284,Boisseuil,87220
87,Haute-Vienne,45.947,1.2928,Bonnac-la-Côte,87270
87,Haute-Vienne,45.765,1.2042,Bosmie-l'Aiguille,87110
87,Haute-Vienne,46.042,1.1092,Breuilaufa,87300
87,Haute-Vienne,46.034,1.2043,Le Buis,87140
87,Haute-Vienne,45.792,1.6311,Bujaleuf,87460
87,Haute-Vienne,45.740,1.1672,Burgnac,87800
87,Haute-Vienne,45.617,1.0459,Bussière-Galant,87230
87,Haute-Vienne,45.617,1.0459,Bussière-Galant,87230
87,Haute-Vienne,46.241,0.9039,Bussière-Poitevine,87320
87,Haute-Vienne,45.674,1.0713,Les Cars,87230
87,Haute-Vienne,45.863,0.8754,Chaillac-sur-Vienne,87200
87,Haute-Vienne,45.554,1.1248,Le Chalard,87500
87,Haute-Vienne,45.657,0.9646,Châlus,87230
87,Haute-Vienne,46.005,1.1249,Chamboret,87140
87,Haute-Vienne,45.694,0.9131,Champagnac-la-Rivière,87150
87,Haute-Vienne,45.827,1.5788,Champnétery,87400
87,Haute-Vienne,45.703,0.9623,Champsac,87230
87,Haute-Vienne,45.644,0.8533,La Chapelle-Montbrandeix,87440
87,Haute-Vienne,45.917,1.2466,Chaptelat,87270
