department_id,department_name,latitude,longitude,locality,postal_code
48,Lozère,44.867,3.1438,Albaret-le-Comtal,48310
48,Lozère,44.886,3.2506,Albaret-Sainte-Marie,48200
48,Lozère,44.886,3.2506,Albaret-Sainte-Marie,48200
48,Lozère,44.552,3.6765,Allenc,48190
48,Lozère,44.459,3.8568,Altier,48800
48,Lozère,44.588,3.2539,Antrenas,48100
48,Lozère,44.844,3.1121,Arzenc-d'Apcher,48310
48,Lozère,44.653,3.6149,Arzenc-de-Randon,48170
48,Lozère,44.723,3.2813,Peyre en Aubrac,48130
48,Lozère,44.757,3.7269,Auroux,48600
48,Lozère,44.848,3.2218,Les Monts-Verts,48200
48,Lozère,44.848,3.2218,Les Monts-Verts,48200
48,Lozère,44.848,3.2218,Les Monts-Verts,48200
48,Lozère,44.539,3.5540,Badaroux,48000
48,Lozère,44.511,3.6627,Bagnols-les-Bains,48190
48,Lozère,44.480,3.9685,Pied-de-Borne,48800
48,Lozère,44.475,3.4412,Balsièges,48000
48,Lozère,44.432,3.1790,Banassac-Canilhac,48500
48,Lozère,44.432,3.1790,Banassac-Canilhac,48500
48,Lozère,44.522,3.4092,Barjac,48000
48,Lozère,44.253,3.6708,Barre-des-Cévennes,48400
48,Lozère,44.157,3.6052,Bassurels,48400
48,Lozère,44.565,3.8880,La Bastide-Puylaurent,48250
48,Lozère,44.555,3.7411,Belvezet,48170
48,Lozère,44.773,3.2434,Les Bessons,48200
48,Lozère,44.871,3.2841,Blavignac,48200
48,Lozère,44.510,3.7429,Mont Lozère et Goulet,48190
48,Lozère,44.398,3.6342,Les Bondons,48400
48,Lozère,44.587,3.5590,Le Born,48000
48,Lozère,44.487,3.5332,Brenoux,48000
48,Lozère,44.749,3.0785,Brion,48310
48,Lozère,44.749,3.0785,Brion,48310
48,Lozère,44.628,3.2235,Le Buisson,48100
48,Lozère,44.419,3.2571,La Canourgue,48500
48,Lozère,44.419,3.2571,La Canourgue,48500
48,Lozère,44.419,3.2571,La Canourgue,48500
48,Lozère,44.419,3.2571,La Canourgue,48500
48,Lozère,44.276,3.7364,Cassagnas,48400
48,Lozère,44.511,3.6401,Chadenet,48190
48,Lozère,44.855,3.6546,Chambon-le-Château,48600
48,Lozère,44.450,3.3445,Chanac,48230
