department_id,department_name,latitude,longitude,locality,postal_code
05,Hautes-Alpes,44.816,6.9416,Abriès,05460
05,Hautes-Alpes,44.779,6.8751,Aiguilles,05470
05,Hautes-Alpes,44.619,6.2296,Ancelle,05260
05,Hautes-Alpes,44.782,6.4721,L'Argentière-la-Bessée,05120
05,Hautes-Alpes,44.763,6.7223,Arvieux,05350
05,Hautes-Alpes,44.492,5.7202,Aspremont,05140
05,Hautes-Alpes,44.812,6.0007,Aspres-lès-Corps,05800
05,Hautes-Alpes,44.561,5.7720,Aspres-sur-Buëch,05140
05,Hautes-Alpes,44.533,6.1911,Avançon,05230
05,Hautes-Alpes,44.504,6.5049,Baratier,05200
05,Hautes-Alpes,44.430,5.9058,Barcillonnette,05110
05,Hautes-Alpes,44.264,5.7286,Barret-sur-Méouge,05300
05,Hautes-Alpes,44.455,5.7490,La Bâtie-Montsaléon,05700
05,Hautes-Alpes,44.579,6.2126,La Bâtie-Neuve,05230
05,Hautes-Alpes,44.555,6.1557,La Bâtie-Vieille,05000
05,Hautes-Alpes,44.548,5.6537,La Beaume,05140
05,Hautes-Alpes,44.405,5.7534,Le Bersac,05700
05,Hautes-Alpes,44.421,6.2228,Bréziers,05190
05,Hautes-Alpes,44.899,6.6494,Briançon,05100
05,Hautes-Alpes,44.467,5.5038,Valdoule,05150
05,Hautes-Alpes,44.657,6.1475,Buissard,05500
05,Hautes-Alpes,44.652,6.8036,Ceillac,05600
05,Hautes-Alpes,44.853,6.7648,Cervières,05100
05,Hautes-Alpes,44.477,5.7830,Chabestan,05400
05,Hautes-Alpes,44.647,6.1679,Chabottes,05260
05,Hautes-Alpes,44.717,6.5313,Champcella,05310
05,Hautes-Alpes,44.745,6.2731,Champoléon,05260
05,Hautes-Alpes,44.364,5.6601,Chanousse,05700
05,Hautes-Alpes,44.505,5.8977,Châteauneuf-d'Oze,05400
05,Hautes-Alpes,44.642,6.4829,Châteauroux-les-Alpes,05380
05,Hautes-Alpes,44.484,6.0518,Châteauvieux,05000
05,Hautes-Alpes,44.767,6.8000,Château-Ville-Vieille,05350
05,Hautes-Alpes,44.767,6.8000,Château-Ville-Vieille,05350
05,Hautes-Alpes,44.758,6.0118,Aubessagne,05800
05,Hautes-Alpes,44.545,6.2878,Chorges,05230
05,Hautes-Alpes,44.748,6.0472,Les Costes,05500
05,Hautes-Alpes,44.537,6.6247,Crévoux,05200
05,Hautes-Alpes,44.496,6.4619,Crots,05200
05,Hautes-Alpes,44.580,6.4755,Embrun,05200
05,Hautes-Alpes,44.213,5.7289,Éourres,05300
05,Hautes-Alpes,44.424,5.6109,L'Épine,05700
05,Hautes-Alpes,44.462,5.8930,Esparron,05110
05,Hautes-Alpes,44.493,6.2327,Espinasses,05190
05,Hautes-Alpes,44.320,5.6437,Étoile-Saint-Cyrice,05700
05,Hautes-Alpes,44.692,6.6668,Eygliers,05600
05,Hautes-Alpes,44.357,5.7833,Garde-Colombe,05300
05,Hautes-Alpes,44.357,5.7833,Garde-Colombe,05300
05,Hautes-Alpes,44.357,5.7833,Garde-Colombe,05300
05,Hautes-Alpes,44.665,6.0582,La Fare-en-Champsaur,05500
05,Hautes-Alpes,44.567,5.7404,La Faurie,05140
05,Hautes-Alpes,44.629,6.1410,Forest-Saint-Julien,05260
05,Hautes-Alpes,44.453,6.0006,Fouillouse,05130
05,Hautes-Alpes,44.736,6.4593,Freissinières,05310
05,Hautes-Alpes,44.535,6.0081,La Freissinouse,05000
05,Hautes-Alpes,44.536,5.8758,Furmeyer,05400
05,Hautes-Alpes,44.579,6.0648,Gap,05000
05,Hautes-Alpes,44.579,6.0648,Gap,05000
05,Hautes-Alpes,44.748,5.9748,Le Glaizil,05800
05,Hautes-Alpes,45.060,6.2840,La Grave,05320
05,Hautes-Alpes,44.816,6.2425,La Chapelle-en-Valgaudémar,05800
05,Hautes-Alpes,44.668,6.7010,Guillestre,05600
05,Hautes-Alpes,44.568,5.6284,La Haute-Beaume,05140
05,Hautes-Alpes,44.505,6.1080,Jarjayes,05130
05,Hautes-Alpes,44.334,5.8165,Laragne-Montéglin,05300
05,Hautes-Alpes,44.436,5.9734,Lardier-et-Valença,05110
05,Hautes-Alpes,44.641,6.0710,Laye,05500
05,Hautes-Alpes,44.351,5.8499,Lazer,05300
05,Hautes-Alpes,44.481,6.0725,Lettret,05130
05,Hautes-Alpes,44.533,5.9498,Manteyer,05400
05,Hautes-Alpes,44.383,5.7125,Méreuil,05700
05,Hautes-Alpes,44.716,6.8919,Molines-en-Queyras,05350
05,Hautes-Alpes,44.393,5.9339,Monêtier-Allemont,05110
05,Hautes-Alpes,44.995,6.4696,Le Monêtier-les-Bains,05220
05,Hautes-Alpes,44.591,5.6676,Montbrand,05140
05,Hautes-Alpes,44.414,5.6699,Montclus,05700
05,Hautes-Alpes,44.669,6.6246,Mont-Dauphin,05600
05,Hautes-Alpes,44.543,6.2330,Montgardin,05230
05,Hautes-Alpes,44.938,6.7277,Montgenèvre,05100
05,Hautes-Alpes,44.366,5.6145,Montjay,05150
05,Hautes-Alpes,44.589,5.8856,Montmaur,05400
05,Hautes-Alpes,44.450,5.5535,Montmorin,05150
05,Hautes-Alpes,44.386,5.7462,Montrond,05700
05,Hautes-Alpes,44.740,6.1293,La Motte-en-Champsaur,05500
05,Hautes-Alpes,44.409,5.5089,Moydans,05150
