zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
27210,Les Portes d'Honfleur#61c98134f45a,61c98134f45a,B2,Boulleville,Les Portes d'Honfleur,True,2011T4,Revenu Pierre,0.3903717,49.3694369,64000,1,Tourism,1300 route d'Honfleur ,T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6Ijc2MDZkNTUzOGEwZGY3YjhjZWVhNWNmMWI0YmNmN2Q4MDAwNDcyNzciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=f050b3744f7816e28c794891dbe18bce41efcd93dba7509b910807f316e338e4
27200,Le 104#499be80d4b15,499be80d4b15,B1,Vernon,Le 104,False,2025T4,Sogeprom,1.4736082,49.0997995,256000,7,,104 Avenue de Rouen,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImY2NThiMTFhYzcyNGE5OWUwOTNlYzkwMzQ3MzM5MDJiZWYyZmU0MGYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=a798f0b117197c87672d019bc5f0152ea8d7636660af4653bd323c9bd699d3d2
27130,Center Parcs Les Bois-Francs#e49319aac141,e49319aac141,C,Verneuil d'Avre et d'Iton,Center Parcs Les Bois-Francs,True,1988T4,Pierre & Sens,0.8305156,48.7207791,131572,11,Tourism,Les Barils,T3|T4|T4 Duplex|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjI4N2RiMTZlMTdhYmRmMmFiOWI2OWEwOWRkNGY0Y2YyYWYxMThhYzIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=65bbd89e25a7d9b5da45e0bb3391d483d12009133c57f465e182e213994c1d0c
27100,RESIDENCE VALVERT 1#f6cd10b795bd,f6cd10b795bd,B1,Val-de-Reuil,RESIDENCE VALVERT 1,False,2026T4,Nexity,1.2138012,49.2721551,135578.05,13,,5 VOI DAGOBERT,T2|T3,
27400,Green Valley#9c7c8bbba26c,9c7c8bbba26c,B1,Louviers,Green Valley,False,2025T4,Cogedim,1.161901,49.203369,149496.99,16,,COTE DE LA JUSTICE,Maison T3|Maison T4|Maison T5|T2|T2 alcôve|T3|T3 alcôve|T4,
27200,Le Jardin des Officiers#1e58c93ef065,1e58c93ef065,B1,Vernon,Le Jardin des Officiers,False,2026T2,Marignan,1.4744104,49.0968194,192600,6,,RUE HANNAH ARENDT27200 VERNON,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImQyZjk0ZWI2NmMyNWUxNTAyZTE2ZmM3NmJiZDRjZGNlNDdkNWRlMWYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c961fec7b44aa95f13b6dab3f0f3f60fc4d3762de5676b3c3d517351da111a97
27140,DENISEA#3fd4c714117e,3fd4c714117e,B1,Gisors,DÉNISÉA,False,2026T1,LoftWood,1.7825787,49.2840957,187368,14,,16 Rue de Dieppe,T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImMyZDRiY2RkYWQ5NGNjNzg3MDkyZDlkNjVlMzk5NGQ5NzJkZDRmMGEiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=640a495dd91587286313db78de1616eed3d02537d237beaf239dd318ce9f8fb4
27930,Les Feuillans BROSVILLE - 27#5ea5bedd04f6,5ea5bedd04f6,C,Brosville,Les Feuillans BROSVILLE - 27,True,,Pierre Loyers Conseil,1.1124084,49.1071778,119683.48,1,EHPAD,1 sente des Courtieux,T1,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjFjMGI1N2E2ODg4MzYwNGJiYmY4MjA4ZDcxMDNiZmY1YjgxNWQ5OGUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=b46817c8bb3072c8e5f1f293447c3bb89b7a2c7afdbf56047f4be26465f25773
27210,Les Portes d'Honfleur#9256348cfce0,9256348cfce0,B2,Boulleville,Les Portes d'Honfleur,True,2008T1,CELAVi pierre,0.3903918,49.3693715,69222.4,1,Tourism,1300 Rte d’Honfleur,T2 Bis,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImYzZjdmNjM0ZjRhN2E5YzIxM2U2MjMyZmE1NDA3MmY0N2FmYWE2NjAiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=d2db23f756ec9596f518e9999a4458e1d8cd12b7517580789793386dfe04765f
27400,Les Amandiers#ce2e71b0c247,ce2e71b0c247,B1,Louviers,Les Amandiers,False,2025T2,LogiH,1.1667105,49.2188321,145062.5,8,,48 rue du 11 novembre 1918,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjQ5NjcxYzU4MzlmNWJkZjhlYWY4YzM1Zjk3Nzc2YzFmZDZlOTU2MmIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=a0fc0caf615d3795e24d760e5d22fc367ed1df03fa135c984eaf0fa3e25a9d6e
