zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
89000,6 PLACE DES CORDELIERS#0c6bfc0864e8,0c6bfc0864e8,B1,Auxerre,6 PLACE DES CORDELIERS,False,2026T4,Angelys,3.57061,47.796523,119000,4,,6 Place des Cordeliers,Studio|T1|T2|T3|T3 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImRjYTJlYjc4NWY0MGNhMGJjYzlmZjRkM2M4NDI0Y2RhX2NvbnZlcnRlZF8wMDEuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=9eecb46fe1e5c20aecdf8091cd146987fa103756cca928eac1313f6dae280db9
