zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
91210,L'EFFIGIE#38085d8893d5,38085d8893d5,A,Draveil,L'EFFIGIE,False,2027T1,Groupe Eiffage,2.3994888,48.6877421,209000,10,,75 BOULEVARD GENERAL DE GAULLE,T1|T2|T3|T3 Duplex|T4|T4 Duplex,
91220,LE HAMEAU DE CALYX - L'ALISIER - BAT A et B#3cc9dc60432b,3cc9dc60432b,A,Le Plessis-Pâté,LE HAMEAU DE CALYX - L'ALISIER - BAT A et B,False,2026T4,Pichet (RP),2.3331349,48.6120351,191500,1,,ROUTE DE CORBEIL,T1|T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjZlYjljYTRjNDFmMzJkNTUyYzY0MjM2MjZiN2RlOTk2NjY2NzRjMWIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=b2432651cb09e1d1e80793f37675818614a9129a14d282a4a4675b95713c487d
91430,RESIDENCE ST HONORE#ce24ec39106d,ce24ec39106d,A,Igny,RESIDENCE ST HONORE,False,2026T4,PRIMAVEFA,2.2234823,48.7450421,234000,19,,47 Rue Gabriel Péri,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NmYxNzkxZmJkMDBmIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=c3adcac92b8ee792dedd0a9969b498b16da99379f5ff369d16b6a010d539f391
91770,Moulin de l'Epine#c972a3aee96d,c972a3aee96d,B1,Saint-Vrain,Moulin de l'Epine,True,2010T4,Consultim,2.3426577,48.5386165,132823.26,2,EHPAD,55 rue Saint Caprais,Chambre|Chambre simple,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjI2Mjk3MzFmNGM0MzE2YzJkNTZhMjhiMjIwMGM0MTk3ZDMyMjEwN2QiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=e8ded8094656be8c5ae9331486ce8394a68283d1cfa4b5f333c81e9d13a176c1
91300,REMINISCENCE 11#31d0ded6ebf8,31d0ded6ebf8,A,Massy,REMINISCENCE 11,False,2025T1,Nexity,2.2706372,48.722706,220000,8,,6 RUE GALVANI,T1|T5,
91300,REMINISCENCE 1#913145ed673d,913145ed673d,A,Massy,REMINISCENCE 1,False,2025T1,Nexity,2.2703925,48.7220257,369000,8,,6 RUE GALVANI,T3|T4|T5,
91140,Cap West - Villejust#dc7d734babf3,dc7d734babf3,A,Villejust,Cap West - Villejust,False,,Attentif LMNP,2.223942,48.6837258,87853,1,Business,"ZA COURTABOEUF, 21 Rue du Mistral, 91140 Villejust",Studio,
91770,Le Moulin de l'Epine SAINT VRAIN - 91#87c10398d974,87c10398d974,B1,Saint-Vrain,Le Moulin de l’Épine SAINT VRAIN - 91,True,,Pierre Loyers Conseil,2.3426577,48.5386165,150000,1,EHPAD,"55, rue Saint Caprais",T1,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImNkOGJhMDQzODljMGNlMzE1NmE4MDVkNzVlYzJmZTc0NmViMWE5N2IiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=b01899dcc6f47eb0bee731b6ac065660be7b9869be4c706e3fb55c4eb033e9ba
91290,BIOSPHERE#c73da92a450b,c73da92a450b,A,Arpajon,BIOSPHERE,False,2026T4,Green City,2.2428856,48.5969571,236400,54,,rue de Chevreuse ZAC Les Belles Vues,Local commercial|T2|T3|T3 Bis|T4,
91230,LE MOULIN DE SENLIS DF#3a660af1ce18,3a660af1ce18,A,Montgeron,LE MOULIN DE SENLIS DF,False,,iSelection,2.451029,48.714293,373600,2,,101 RUE DU MOULIN DE SENLIS,T1|T1 pice|T2 Duplex|T3 pices,
