zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
37000,Appart'City - Tours#6d781e8b2689,6d781e8b2689,B1,Tours,Appart'City - Tours,True,2007T4,Pierre & Sens,0.6790691,47.3674936,77700,1,Business,12 Rue Paul Nizan,Studio,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImE4NDA0NmY1OWZjYzE4YzI0NjE4YjMxMWIwOWEyNTdjMmY2YzQwNDYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=112922ba0db3a3b927e34cb2ee575ca29528caea6d54e8ff9ba95e9af8381f39
37170,Appartement T2 - 42 m2 - Chambray-les-Tours#eab81d92b925,eab81d92b925,B1,Chambray-lès-Tours,Appartement T2 - 42 m2 - Chambray-lès-Tours,True,2024T2,Masteos,0.69438,47.3493018,163900,1,,Allée Henri Matisse,T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjA5MWMxMjczNzljZmY4NWFlMGU1MjM3OTAwMDVlZTE0MjhkZDFjYjIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=fae15945faa345b268470c764189bb994ee61e625ecab4b9c268bb83af127b01
37100,EVIDENCE /TOURS STE RADEGONDE 1#dbd5985a1d3a,dbd5985a1d3a,B1,Tours,EVIDENCE /TOURS STE RADEGONDE 1,False,2026T1,Nexity,0.7126791,47.41216,198000,9,,87 RUE MAURICE DE TASTES,T2|T3|T4,
37000,APPARTEMENT - 38m2 - TOURS#a63a46664531,a63a46664531,B1,Tours,APPARTEMENT - 38m² - TOURS,False,,Smart Investissement,0.6845466,47.3935946,159922.2,1,,"25, Rue des Halles",T1 Chambre,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6Ijg4N2RmOGM5NGUxMGMyYzk5NzI2Y2Q0MDdkOTc4ZDJlYzIyYzFlODciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=1278438ac17df7c2d42a9aea232ee73865c54523558c15da6dd7a2938a3772c8
37100,DOMAINE DE SUEDE 31#2c6285044535,2c6285044535,B1,Tours,DOMAINE DE SUEDE 31,False,2025T4,Edouard Denis,0.6958119,47.4356257,189000,7,,6 RUE DE SUÈDE,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImVmMjNmNWEwYjBhNzY1ZjgxZDc0ZGVmZDUxOGQyZDJlMDBlYjc5OGYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=1543f5ce629f304aa990ef5571dba5ec2f7fddd0deb6240e3f7a0c76cdd2ad70
37000,CARRE D'ALINCOURT#df4a57bc09fc,df4a57bc09fc,B1,Tours,CARRE D'ALINCOURT,False,,iSelection,0.6926993,47.389027,109400,42,,9-11 rue Blaise Pascal,T1|T2,
37100,DOMAINE DE SUEDE 32#2991b1d484df,2991b1d484df,B1,Tours,DOMAINE DE SUEDE 32,False,2025T4,Edouard Denis,0.6958119,47.4356257,189000,4,,6 RUE DE SUÈDE,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImVmMjNmNWEwYjBhNzY1ZjgxZDc0ZGVmZDUxOGQyZDJlMDBlYjc5OGYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=1543f5ce629f304aa990ef5571dba5ec2f7fddd0deb6240e3f7a0c76cdd2ad70
37000,Appartement T5 - 73.74 m2 - Tours#a92b6c70f195,a92b6c70f195,B1,Tours,Appartement T5 - 73.74 m2 - Tours,True,2024T2,Masteos,0.6777313,47.3869219,327701,1,,Rue Fromont,T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjEzNjA1ZTc1ZmEzYzg5NjY4MjcwZjMzNGUzNzk2NTlkNmI3ODAwOTIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=a16e15e669a5ce4e8fbd3c0db680f1226f34788cbae7c0fd927c47a1ca2cec80
37540,La Croix Perigourd#dbdae0eaf331,dbdae0eaf331,B1,Saint-Cyr-sur-Loire,La Croix Périgourd,True,2005T3,Consultim,0.6564405,47.4172031,120707.1,3,EHPAD,108 Rue Croix de Périgourd,Chambre simple,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjNlZjZmMDJhYWExNGUwNzdlODhjYzQ5N2FjMmEwODgzMGMzMzlmNzUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=402828eead9724fa8f8473d4174732484fb88bd64a34284beb82e6a7a53644bd
37520,Appartement Studio - 29 m2 - La Riche#4b2bbbf2ff8d,4b2bbbf2ff8d,B1,La Riche,Appartement Studio - 29 m2 - La Riche,True,2024T2,Masteos,0.6597465,47.3926469,131600,1,,Levée de la Loire,Studio,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjdkNGExNDc4YTNjMmQ2OTJkYjNlZTQwMWE5YmZmNjlmMmFiMDFkYzYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=4d1ae7b2724be5296d7465e64da8e457c994a23069937ef6b5593bc31852642a
