zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesMaxPrice,availablePropertiesCount,residenceType,address,typologies,image
98730,Village Faretai#76507e78fd56,76507e78fd56,,Bora-Bora,Village Faretai,False,2026T4,Fiducim,-151.7414904,-16.5004126,230453.36,427270.39,51,,"Baie de Nunue, Commune de Bora-Bora",T1|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjM3YzU5YmI2MjMzZTY3NWFmYmRkOTIyMTc0ZTE1ZDE1OTM3Y2I1ZTciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c3d27a7077da3025283ece8fab3de6031a15fa219c251ff3bb97343a28c8cc4c
