zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesMaxPrice,availablePropertiesCount,residenceType,address,typologies,image
87000,Les Arenes d'Orsay#faefd9d8ef97,faefd9d8ef97,B1,Limoges,Les Arènes d'Orsay,True,2006T3,Consultim,1.2482819,45.832561,47496.63,80292.25,7,Student,43 Rue du Petit Tour,Studio|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjI0OTRjMDAxOGUwNmQwM2JhZTNlYTM0YWQxYzUxNTU2MzlkOTRmM2MiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=6d992b71d64f40c7fc19cab845b1f8a8038d8a561a8f4c7066ba0e4953a1190c
87000,Appart City Limoges#f2cf7c38cbc4,f2cf7c38cbc4,B1,Limoges,Appart City Limoges,True,2007T1,CELAVi pierre,1.2637915,45.8210438,66048,116910.08,6,Tourism,3 Rue Chaudron ,Studio|T1 Bis|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjFhN2Y2MzRiMTgzMzZhMWYyYWVhODQxNTY5YWMzZWM0ODA1MzA4ZjYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c20f9f8650216f4cf933b8894f0b7cdd636e502115be1c6af64fb83bcc4b3dd6
87000,LE CLOS AURELIEN - LIMOGES#b7b89e39028a,b7b89e39028a,B1,Limoges,LE CLOS AURELIEN - LIMOGES,False,2025T4,Concilio Immobilier,1.2575219,45.8289956,154093,475377,8,,15 rue Charreyron,T1|T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjUxMTRlOGE3M2YyNmI0MjdkMzVjZTEzMzMxZjBmZjE3ODgyMmI5ODIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=736715723a359fd23008edfcc0cd92cdb604158fd1b028c607fb605a9a2e7ddf
87000,RESIDENCE LA FAIENCERIE#be2753225faa,be2753225faa,B1,Limoges,RESIDENCE LA FAIENCERIE,False,2026T4,Groupe Eiffage,1.2592827,45.8345511,140000,380000,52,,24 RUE DE LA RÉFORME,T1|T2|T3|T4,
87000,KAOL'IN 3#e025aa03f5bf,e025aa03f5bf,B1,Limoges,KAOL'IN 3,False,2026T2,Edouard Denis,1.258055,45.8362322,103100,119700,15,,23 RUE CRUVEILHIER,T1,
87100,Le Clos des Palmiers 1#8cd3096ebddb,8cd3096ebddb,B1,Limoges,Le Clos des Palmiers 1,False,2026T3,Nexity,1.2432663,45.8420213,169500,340000,24,,15 RUE DES PALMIERS,T2|T3|T4|T5,
87000,KURSUS#541d74d73e4b,541d74d73e4b,B1,Limoges,KURSUS,True,2022T3,Valority Partners,1.2329167,45.8201424,57500,58708.33,2,,"120, boulevard de Vanteaux",T1|T1 Bis|T2,
87000,KAOL'IN 1#7298f6d3590d,7298f6d3590d,B1,Limoges,KAOL'IN 1,False,2027T1,Edouard Denis,1.258055,45.8362322,103000,103000,1,,KOAL'IN 1 RUE JAMOT,T1,
87270,Le 153 1#b875823ca281,b875823ca281,B2,Couzeix,Le 153 1,False,2026T2,Nexity,1.237921,45.874694,140000,286000,12,,153 AV DE LIMOGES,T2|T3|T4,
87000,KAOL'IN 1#2b52a9ce9621,2b52a9ce9621,B1,Limoges,KAOL'IN 1,False,2026T3,Nexity,1.258055,45.8362322,103200,176300,45,,KOAL'IN 1 RUE JAMOT,T1,
