zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesMaxPrice,availablePropertiesCount,residenceType,address,typologies,image
97111,Les Jardins de Perrin - Ilot C#874dcd576d78,874dcd576d78,B1,Morne-à-l'Eau,Les Jardins de Perrin - Ilôt C,False,2024T4,Guy Hoquet Antilles,-61.4785718,16.3282965,289416,385723.13,8,,Rue LOUIS ARMSTRONG HOUDAN,T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjUxYjQ0ODIwZGVhYjA0ZGUzMGNhYjM3ZTZjNmJhNjM3MDE4M2JlNmQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=2fb90a5f9079a71306e3d3092a543998cf370f9d858f41724e1256f6c18f6cde
97233,Residence Marguerite - Bat B#3e33570126bd,3e33570126bd,B1,Schœlcher,Résidence Marguerite - Bât B,False,2025T4,Guy Hoquet Antilles,-61.0886474,14.6086938,219000,359447,7,,1 Rue des Caramboles,T2|T3,
97400,Les Jardins d'Elya#16dcff18b58c,16dcff18b58c,B1,Saint-Denis,Les Jardins d'Elya,False,2024T4,SAS Medicis,55.445419,-20.901088,450000,560000,3,,4 Allée des Citrines Bellepierre,T3|T4|T4 Duplex|T5 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImRmMGE5YzI0NGE1ZDEwNWQ2OTUyZDY2YzhjZDY2MmE5YTQzYmIyYjQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=e81e39a7087aade85450cbabceb9ed52befb620b4ca179fe3dcbb01bbfb863d8
97233,Residence Chlorophylle#e409a9c4b171,e409a9c4b171,B1,Schœlcher,Résidence Chlorophylle,False,2025T4,Guy Hoquet Antilles,-61.0764988,14.4899355,323600,375705.07,5,,Lotissement OXYGENE 1,T3,
97490,Aristote#2a34661f3426,2a34661f3426,B1,Saint-Denis,Aristote,False,,iSelection,55.4484856,-20.8784675,266675,310900,5,,29 rue Delacroix,T1|T2|T3,
97490,ARTY#4d03d0cd0ecb,4d03d0cd0ecb,B1,Saint-Denis,ARTY,False,2025T4,Oceanis,55.503273,-20.908662,190000,208900,2,,39 route Gabriel Macé,Studio|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6Ijc4NGZkYWVlMTVmOTg1NTgwOGU4OWRiYTcxNmU5NDE2OWEzN2FhYmEiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=649306cb71448b437b64e20611b22e4c9da41af88be8ce1406150453668555c4
97200,Le Belvedere du Fort#581b5a2d5a68,581b5a2d5a68,B1,Fort-de-France,Le Belvédère du Fort,False,2024T4,Guy Hoquet Antilles,-61.0587804,14.6370985,220000,696774.19,15,,.,T1|T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImIyNWM3ZDA0YTcxYThjZDIzYTRjNjUyZGZmYmQ5NDdkY2FiYjAyMGQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=1c7242b210af4400d41361e7fd9a600e06703251bf365bcb83398b2c49cb1306
97232,L'Inedit - Batiment B#689291ae1609,689291ae1609,B1,Le Lamentin,L'Inédit - Bâtiment B,False,2025T2,Guy Hoquet Antilles,-61.0298833,14.6302671,220000,395944.7,8,,Morne Pavillon,T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjM5YzRmYTcwNjkyM2RmODUyOGFkZTc1NDhhMjIxOGE0MWI1MjM2MTgiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=03328c8e15553eded705dd0afcae2ff311eacd7838649a918abdc74c799f0e62
97200,Le Clos de Didier#dccb3fcbfbb4,dccb3fcbfbb4,B1,Fort-de-France,Le Clos de Didier,False,2025T2,Guy Hoquet Antilles,-61.0446409,14.603649,389500,452129.03,3,,Impasse du lotissement Ber té - Didier,T2|T3|T4|T5,
97111,Les Jardins de Perrin - Ilot B#df078513523b,df078513523b,B1,Morne-à-l'Eau,Les Jardins de Perrin - Ilôt B,False,2024T4,Guy Hoquet Antilles,-61.4785718,16.3282965,293129,324197.97,1,,Rue LOUIS ARMSTRONG HOUDAN,T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjBjYjM4YjIwZTQ5Y2I5YjM5MjQwZjFlMWFjMTk4MDA3NDZhMTM1YWMiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=a74e3d5091d5bef9010b9af53b4fa0dcba7019d7c1be0220e43d81573ebdfc4e
97111,Les Jardins de Perrin - Ilot D#e90065e1d7de,e90065e1d7de,B1,Morne-à-l'Eau,Les Jardins de Perrin - Ilôt D,False,2024T4,Guy Hoquet Antilles,-61.4785718,16.3282965,290477,385723.13,5,,Rue LOUIS ARMSTRONG HOUDAN,T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImFkNTBjNTBjOTdhNTM4ZTg0MDc4NTkzZTQ1NjVhMDZlZGVmZjg2ZmIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=178e2edea0975b81f3989898549b7676e7107232bc056f04f92510d1bb7f90e7
97160,Residence Corail#9a0ca180ded6,9a0ca180ded6,B1,Le Moule,Résidence Corail,False,2024T4,Guy Hoquet Antilles,-61.3438483,16.3312403,157400,431225.81,49,,Royal Key,T1|T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjcwNzliN2Y4NzI2NGEwNDM0ZGQ0Nzc5NGM1NWQyN2MyYjVmNTc0YzUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=a8d63e22aad88ad24c5a3cf11180e91061a82bea1c4846edc28073d0ce846db7
97400,Francois 1er#084ec7e33337,084ec7e33337,B1,Saint-Denis,François 1er,False,,iSelection,55.4550523,-20.8893223,227500,320000,3,,45 Rue Mazagran,T1|T2|T3,
