zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
93150,Logely Blanc Mesnil#63c2500df509,63c2500df509,A,Le Blanc-Mesnil,Logely Blanc Mesnil,True,2009T1,CELAVi pierre,2.4644656,48.9502105,82636.8,5,Tourism,219 Avenue Descartes,Studio|autre,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6Ijg3YTJmZTY1OGZhMTVjZjVlYWMzNGY3ZjZkZWQ3Y2UwOWFmZjU4OTQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=ea416c33125ea1009d7e854da0e25f998baa9cc2898097b96bdb8cf3a443e05f
93300,62 ROOSEVELT#e451400c579a,e451400c579a,A BIS,Aubervilliers,62 ROOSEVELT,True,2024T2,Les Nouveaux Constructeurs,2.3803179,48.9188264,304719,1,,62 rue Roosevelt - 57 à 63 Rue Schaeffer,Studio|T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImFmMGJlOGQ4ODc1OGNiYWI0ZDJhODA4ZjkxNjhkOWZlNTM1Zjc3NDUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=76a239146ee36e9c0cae4df59776083afe743d59f229a6ca11ada4cabfa4df38
93240,LES TERRASSES RENELLE#02878fdfb576,02878fdfb576,A,Stains,LES TERRASSES RENELLE,False,2025T3,Les Nouveaux Constructeurs,2.3897767,48.9471931,257156,15,,45 RUE VICTOR RENELLE,T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjA0ZTQ5ZmY3N2QxZjU4NDY3N2Q1YzNmMGNlYzA0ZmQzMjc4MWQ3MDciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=de45f0302ebc61bb43bd6d342e6d3237957bb59f9de09a1da19c598dc0d24cde
93140,FAIR PLAY#bf0c91955e50,bf0c91955e50,A,Bondy,FAIR PLAY,False,2026T1,Cogedim,2.4830306,48.904276,320420,3,,38 / 48|AVENUE DU MARÉCHAL DE LATTRE|DE TASSIGNY,T1|T2|T2 alcôve|T3|T3 alcôve|T4|T5,
93440,Esprit 24#1aa6faedc6d5,1aa6faedc6d5,A,Dugny,Esprit 24,False,2025T1,Sogeprom,2.4193715,48.943181,173700,20,,Avenue du Maréchal Leclerc de Hauteclocque,T1|T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjQyYzkzODY4ODRiMWE4Y2YxNjZmMzM2YzM2MmUxMDk2NDc4MjcxMDAiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=8a327279ce57798fe1dae8b85292d1bd282159e3daedccef4bb775d6587a2cfc
93400,VILLA DES SOURCES#7a9b9f31c8e2,7a9b9f31c8e2,A BIS,Saint-Ouen-sur-Seine,VILLA DES SOURCES,True,,iSelection,2.3470881,48.9016468,290000,6,,"27, rue Desportes",T3,
93160,Clos du Cygne#04a69d73de83,04a69d73de83,A,Noisy-le-Grand,Clos du Cygne,False,2025T3,Kaufman & Broad,2.535874,48.8501699,269000,11,,Rue de la Varenne - route de Neuilly,T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjEyNjFlY2U2NzZmNTE1M2I4OWUxNzI4ODcyYzZmYzIzY2U3ZGJiOTUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=772de60980296e5ce3906bec9ff5213cb36292cd8b96df1c36a2d98248dc5710
93150,VILLA COMTESSE#b6eb267cfb4e,b6eb267cfb4e,A,Le Blanc-Mesnil,VILLA COMTESSE,False,2025T2,Les Nouveaux Constructeurs,2.4379691,48.9403172,275619,6,,236 AVENUE CHARLES FLOQUET,T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImU2NWY2NTA5ODRhN2MxNjI4OWQ4ZWI1N2E5MWNkZDc0ZDJlNWQ0ZDUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=4e336030ca521df0279421536370a689d88253dabebaaf770a06841288e21efd
93170,NEW AGE#7f8742eb3d33,7f8742eb3d33,A BIS,Bagnolet,NEW AGE,False,2026T4,Sedelka,2.4158049,48.8609517,238000,54,,107-119 avenue Gallieni,T1|T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjViNGYzNmVkMTcxYjFiYTU3M2M5NmQ5NjUxMmVlZGY1OWEwNWYwNjEiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=3eef966a360bdc8d6da229c0145fb0efb146ec042d659593c105e02acfd5540c
93150,Logely Le Blanc-Mesnil#4c0d8c8e9191,4c0d8c8e9191,A,Le Blanc-Mesnil,Logely Le Blanc-Mesnil,True,2008T4,Consultim,2.4644656,48.9502105,96873.56,4,Coliving,219 avenue Descartes,T1|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImYxOGM4NzQ2NmFkMjQzNjUwZjczMDFiYzljMGI5MDNlODNjZDJmODUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=a09b623368cdd0af49fe572f53c17f1d18af6343f2ea3fa72570a9dd82711ec1
