zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
71000,Camille Claudel#28eb97d7e76a,28eb97d7e76a,B2,Mâcon,Camille Claudel,True,2011T1,CELAVi pierre,1.491916,47.653991,97280,2,EHPAD,71 impasse du Couvent,Chambre|Studio|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjE1MTYwMjczZDAwY2Y4NDNhNDc3ODEwZjNmYjQwNzJlNWMwZTY2NjQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=1127a5b3336587238644e95809a3462fb5cdff5e25f6b2e2bde9578b6ea497ff
71000,NATURE'L#6155ce829862,6155ce829862,B2,Mâcon,NATURE'L,False,2025T4,Urbat,4.83357,46.35702,127000,19,,Rue de la Fontaine Moreau,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImM4MzMxMzg1MWQ1Zjc3OGIxZDg3Mzk2YmE3NzU1N2U3MjUzMzA4YzYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=e6e9594c3d9cad23c861276845b58b7e85e8c7bf1a3d65befb3439af503c0d81
71880,Les Amaltides#f835e840d61f,f835e840d61f,B2,Châtenoy-le-Royal,Les Amaltides,True,1992T3,Consultim,4.8113758,46.7997555,63084.22,1,EHPAD,20 avenue Condorcet,Chambre simple,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjBjMzhlMDA0OWJlYWQ1MWVjNGU4YzNiNDhiMDVkYmQwNTcyOGI5YzUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=ffec930e39df9712e865b71c11d5ced6e0cc2a7fb7df39207991bfd9880f96f7
71390,Quatre Saisons#03613edd7078,03613edd7078,C,Sainte-Hélène,Quatre Saisons,True,1990T4,Revenu Pierre,4.64101,46.7578393,82600,3,EHPAD,11 route de Villeneuve ,T1,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImQ0OGJiMGFjNjUyYmNlOWIxNDdhZDM0NzI4NTIxMWVjZmQ5Yjk1NTYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=7e494f30b58e695147cc0c259bb810730de25a7ea076878cefc52daca329fcf4
71000,L'YDEAL#37abfc35bd21,37abfc35bd21,B2,Mâcon,L'YDEAL,False,2026T2,Urbat,4.828731,46.3068839,127479.17,20,,68 rue de lyon,T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImFhYjljNDU3ZDhjOWVjNjg4ODlmNTMwNWNiYjVmOGNlNjU0ZTkzNTciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=b3ab6ef55798cfd91eba315360efb52e0577e9b31138e3e85861ccf88f100eaa
71100,Appart'City - Chalon-sur-Saone - Appart'Hotel#155e0d320e0a,155e0d320e0a,B2,Chalon-sur-Saône,Appart'City - Chalon-sur-Sâone - Appart'Hotel,False,,Attentif LMNP,4.8451388,46.7814866,80001,1,,23 avenue Victor Hugo,T1,
71100,BOCAGE 2#a7b847bfafe9,a7b847bfafe9,B2,Chalon-sur-Saône,BOCAGE 2,False,2026T2,Edouard Denis,4.861054,46.7888871,119900,17,,27 AV MONNOT,T1|T2|T3|T4|T5,
71850,Marius Lacrouze#22596d95b3ca,22596d95b3ca,B2,Charnay-lès-Mâcon,Marius Lacrouze,True,2017T4,Revenu Pierre,4.8093753,46.3167154,163200,1,,15 rue Averroes ,T1,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImExODNmZWViMjNmNjBkZGEwZDg5MGFmNWYzMWY5NGM1Y2M3OTFiOGQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=932842af5188a26ab58d3e751bdaf4c4d5c0e3982e0062b2875f484393774d1b
71120,LES LOGES DE L'ARCONCE#1badd3991400,1badd3991400,C,Charolles,LES LOGES DE L'ARCONCE,False,,Imterval,4.2754172,46.436976,265000,2,,Route des Provins,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImFjMmNjNTcwZWEyODE4MjIxMmViOTE4ZDRmZTRlZTEzYzI2YjZjNDkiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=2cdb19c0c545ae09645e8f94d63ad27f312d439406674d563cf6874bd50fe907
71000,AMPHEA#6d8967580eb4,6d8967580eb4,B2,Sancé,AMPHEA,False,2024T4,Imterval,4.8281639,46.3408447,189000,12,,,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjMwMTA3N2E5ODAwZTVhZGUxZjAzOGMyZDcwOGE2MzQ0MmI3MzNiNzYiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c2534a393bbb086c17e3d02b777f47e2e1f5c4bd0b7222d43473a66980de6cb5
