zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
84200,CARPENTRAS LA TOUR#5e1e3947f8cd,5e1e3947f8cd,B1,Carpentras,CARPENTRAS LA TOUR,False,,Beyond Green Is Blue,5.0464945,44.0563293,83907,3,,181 Rue de la Tour,T2|T3,
84810,Les Demeures du Ventoux#ae0b48b86ee1,ae0b48b86ee1,B1,Aubignan,Les Demeures du Ventoux,True,2008T1,CELAVi pierre,0.3462766,49.6961994,68721.66,1,EHPAD,2015 Av. Majoral Jouve,Chambre|Studio|T2|T2 Duplex|T3|T3 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImQ5MTUwMjJmZjFkZjViMmE5MTE3YWYwYTJkOGZiYjEzYTBkODllYjIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=dbe2b9739abefb94dd4921787fdcf20baef3aae1b59d3f57d11967aa23f730c9
84000,BEL'ARIA - TR2 - Ilot A2 - Collectifs#1453debe2900,1453debe2900,B1,Avignon,BEL'ARIA - TR2 - Ilot A2 - Collectifs,False,2025T4,Edelis,4.8580191,43.9253984,188000,23,,855 Rue du bon vent,T2|T3|T4,
84170,Les Jardins Harmonia#07ed928b4932,07ed928b4932,B1,Monteux,Les Jardins Harmonia,False,2026T1,La Référence Pierre,4.9666008,44.0189308,137000,7,,îlot D3 ZAC de Beaulieu,Studio|T1|T2|T3|T3 Duplex|T4 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImMzNmZlZDhhYTY1ZTY4NDkzNTBlMTYzYjRlNzdjZDk5YzE2ZjhiNzAiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=71cbf496785ea31b60d94003b07a446d4a43e3c614b1b8ce961d43e1fb2d3c29
84000,Raphie SARL - Avignon - Sainte-Marthe#fe22d095be77,fe22d095be77,B1,Avignon,Raphie SARL - Avignon - Sainte-Marthe,False,,Attentif LMNP,4.819775,43.95006,66590,2,Student,Boulevard Limbert - Route de Lyon,T1|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjViZGIwNWNlNTlkZTU4YjAwNTU1NzUwODFlN2ViYTJhYWIxNWJjYzZfY29udmVydGVkXzAwMS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=c97a8355fca5792de2076c69a851dc9ad3f60290f77d62ae34942fcbc26d391b
84560,Domaine Terre Aquila#ce18b56337ee,ce18b56337ee,C,Ménerbes,Domaine Terre Aquila,False,2025T1,Fontanel promotion,5.229957,43.833947,358000,8,,1325 route de Lacoste,Maison|Maison T4|Maison T5|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6Ijg2Yjk3OWZkNjRhOWJiNjkyOWJiZTdjZjY3MWVlMTAxOWZmZDcwMjIiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=59c0b85bd4b624765fc72e167840f7467f33022d90dc6eaa479db61068ec78d8
84000,La Cour des Doms Sud#2abb704ee9a3,2abb704ee9a3,B1,Avignon,La Cour des Doms Sud,False,2026T4,François 1er,4.809296,43.951276,299682,12,,Rue Banasterie,T1|T1 Bis|T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImI1NTU3MjBlZWRmODM1MDE1ODJjZjc5NGU2OTJhM2M4OTUwMzJmYTkiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=d1f56ed15813a0b72b5a0bab950e424f6f9e0de30c6ac6d880b2c89f40b5922c
84460,Les Sereins#a105d8748bbb,a105d8748bbb,B1,Cheval-Blanc,Les Sereins,True,,SAS Medicis,5.0650597,43.8022689,154295,16,,149 rue des Ecoles,Chambre,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImY0MWRjOTdkNjllM2E3Y2ZmZGJlM2RlYTExYmY2MmEwNmUyYmE4NGEiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=49a6393f83ed19a2bf85db66de9fea73543601aa0ce8ee4ce317c93b87f8ad6b
84170,LES SONGES D'OPHELIA#672e338a5245,672e338a5245,B1,Monteux,LES SONGES D'OPHELIA,False,2026T4,SCCV DIATOMEE,4.970005677246,44.016458773306,228600,7,,Rue Lamartine,T1|T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NjE0MTQxN2QwMzFjIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=65a07324b18cb1aa7a467320cde3303d78966855f6f5640f4ba761a0cb66ab7b
84000,5 Epi#a6b8d840a276,a6b8d840a276,B1,Avignon,5 Epi,True,2000T4,Revenu Pierre,4.8222957,43.9434168,53000,1,Student,5 Impasse de l'Epi ,Studio|T1|T1 Bis|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjQ3Zjg4NjVhNmZjZGUyODIwYTUwYmFlNmYyMjQ2ZDc4OWNkZWE1YzkiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=fc7271407bd0b753278716a65687957dd83b33ad368ab84d259041ac59804003
