zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesMaxPrice,availablePropertiesCount,residenceType,address,typologies,image
67170,LES BERGES DU MUEHLBACH#9e14bbffca15,9e14bbffca15,B2,Mittelschaeffolsheim,LES BERGES DU MUEHLBACH,False,2026T2,NOUVEL HABITAT,7.655337933868,48.700106920014,175899.996,580900,18,,Rue d’Olwisheim,T2 PMR|T3 PMR|T4 PMR|T5 Duplex évolutif|T6 Duplex évolutif|T6 Triplex évolutif,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NjBkMjM3YWI5Y2M3IiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=4c4d57a28e445feca8dbb346d1a0bad009980ee60f79bcb2120e48c3751994d7
67200,GREEN FLOW 7#146f46abde99,146f46abde99,A,Strasbourg,GREEN FLOW 7,False,2025T1,Edouard Denis,7.7205502,48.5951326,175000,255000,3,,RUE DE LA LIBÉRATION,T1|T2,
67000,APPARTEMENT - 80m2 - STRASBOURG#61a206691f11,61a206691f11,A,Strasbourg,APPARTEMENT - 80m² - STRASBOURG,False,,Smart Investissement,7.768136,48.580356,498188,498188,1,,"5, Allée du Général Rouvillois",T4 Chambre,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjlkOTJmMTY1Mzg2NGZlNjMxOTM5YzQyNTQ3NjE4MzQ1ZDc0MmY5MjciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=b149df3cc88ae15d9f95cd7d9a1f2e3ddbbe010b1999cae1298e4c594cb822b1
67000,Lagrange Apart'Hotel - Strasbourg Wilson#c8a9ec447006,c8a9ec447006,A,Strasbourg,Lagrange Apart'Hôtel - Strasbourg Wilson,True,2010T2,Consultim,7.7379831,48.5873929,151271.18,151271.18,1,Business,5C Boulevard du Président Wilson,T1|T2,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImU1MGVjOGZjZTQ3ZmI5N2ZlN2VhMTUwMzM0M2UzNzg4ODk3ZjAyNTQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=9e28fd70c91f6cbb5464fd3964b1b0e05d5b20a480c579490f5cbd2267624047
67200,LA COUR DU ROY#d9567f639fd9,d9567f639fd9,A,Strasbourg,LA COUR DU ROY,False,2026T2,NOUVEL HABITAT,7.7122841,48.5799459,175741.99495,396799.596,9,,59 Rue des Petites Fermes,T2|T3|T3 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NmVhZTIwZDdmN2JhIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=c3ef81d46f4076e3e374dd488a7e3ca12787ddb091ed123f812913104ee0e819
67000,Rue Charles Appell#4cb82e884906,4cb82e884906,A,Strasbourg,Rue Charles Appell,False,2025T4,François 1er,7.7562069,48.5930184,430334,615229,9,,5 Rue Charles Appell,T2|T3 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImViOGFiZTYxNjBmM2E5NmQ2YTEzMDgzMTcyMTJmNjU4ZDYxZDYyNDgiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=fd020a9bede50ba50f3df2c14885354e00c6546b9839e706c75256c15d4e9800
67400,LES SILENES#2fb052238be1,2fb052238be1,A,Illkirch-Graffenstaden,LES SILENES,False,2026T3,NOUVEL HABITAT,7.728281709262,48.525572950998,244700.004,420600.004,10,, Allée René Dumont - Les Prairies du Canal,T2|T3|T3 PMR|T4 PMR,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NzA4ZTllNmVhNGQ0IiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=a3d35294f65a386cc1f0c6f5ae4024a9a861f1bc15be2e2460aab269338d55cb
67000,Viva Starlette#49cb0ad9f42e,49cb0ad9f42e,A,Strasbourg,Viva Starlette,False,2026T2,Kaufman & Broad,7.7845467,48.5744596,182000,541000,39,,Rue du Petit Rhin,T1|T2|T3|T4|T5,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjgyYzY3Mzk2MzQ2MzRhYThhNmU2MTFhYTY4NWQ3YmNhODUwYTZlMzciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=bc81c1e2cba692cc748fbe61a93806af028ee8fe7ab3bb9886a1431e9716baeb
67400,Coeur Europe#d6a6db518167,d6a6db518167,A,Illkirch-Graffenstaden,Coeur Europe,False,,iSelection,7.7317234,48.5348538,119602,119602,1,Tourism,15 rue de l'Industrie,Studio|T1,
67160,Le clos Boise#a3cc9cb50b9e,a3cc9cb50b9e,B2,Wissembourg,Le clos Boisé,False,2024T4,Kaufman & Broad,7.954641,48.9928359,232000,239000,2,,8 Rue de la Gare,T2|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjE1OGZlZDYzMjk1OGEzNTE5MGJjMmU0MTMxN2JkZWIyZWYyZTU0MWQiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=7c7896823f092f9ce0673e05d4c1f2926aadf381b7af29382aafbb2bfd9ea1f1
