zip_code,name_id,id,taxArea,city,estate_name,delivered,deliveryQuarter,developer_name,longitude,latitude,availablePropertiesMinPrice,availablePropertiesCount,residenceType,address,typologies,image
20166,TERRA MARE#6744329c2746,6744329c2746,A,Pietrosella,TERRA MARE,False,2026T4,Immobilier Neuf en Corse,8.7856938021,41.847433427912,284000,15,, Civita,T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NmZlNzk4NTI1Mzk2IiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=38199c997d42261454067f62aa64b4e5b0d0a2ecab6b25634e4b72fa39e48b6e
20217,E CIME#8b3e906e24d6,8b3e906e24d6,B1,Saint-Florent,E CIME,False,2024T3,Immobilier Neuf en Corse,9.2894957,42.6713143,139181.82,20,Tourism,D81,T1|T2|T3,
20290, Belambra Clubs Pineto#1c02602b4c16,1c02602b4c16,B1,Borgo, Belambra Clubs Pineto,False,2023T2,WY,9.492658910034,42.602599598462,99000,1,,Route de la Marana,T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImVlMDZkNGQxZGNmOTQwOTdlYmU0YzFmODllZWJmZDYwIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=f8eee558e6aad1a84d96e2e7bea75b30dacfce2f7bd4d04613e8c0b8f23ae765
20110,MARINE#74eae98180d9,74eae98180d9,A,Propriano,MARINE,False,2026T4,Immobilier Neuf en Corse,8.901299,41.6746074,240000,13,, Rue Jean-Paul Pandolfi,T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6InVwbG9hZGluZ182NzA4ZTczMjUzN2JmIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=4482babf69ea87bf395aae665d8c9c088e1aca812c232efd84b5c4df571b43df
20290,Belambra - Borgo - Pineto#fea425a75ce0,fea425a75ce0,B1,Borgo,Belambra - Borgo - Pineto,False,,Attentif LMNP,9.504618,42.5879,127655,2,Tourism,Route des Marines de Borgo,T3|T4,
20137,Fiori di Cala Rossa#2478c844935c,2478c844935c,B1,Lecci,Fiori di Cala Rossa,True,2024T2,Immobilier Neuf en Corse,9.3357622,41.6233313,347500,3,,Route de Cala Rossa,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjQ1NTM4YTZkZmM2N2M2ZGMxOTUwODVhMDQzNTk2MmRjIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=2f89b9a08b544a2d92823a4b748eed1ecb2244f281035c145498de55d981f9a1
20110,ORIZONTE#dd8c8d202f00,dd8c8d202f00,A,Propriano,ORIZONTE,False,2025T1,Immobilier Neuf en Corse,8.898176,41.67252,225000,3,,14 Montee de la Paratella,T2|T3,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6ImFjMDVlY2YzMjA4ZjU0ZTEyMWE0ZDU0MDIxNWU3NzUxIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=16aa8b1e7f417022137914cfaf03adf087e084311040872091852367940b416a
20137,LES HAMEAUX DE SAINT CYPRIEN#20e112bf2232,20e112bf2232,B1,Lecci,LES HAMEAUX DE SAINT CYPRIEN,True,2024T2,Immobilier Neuf en Corse,9.347526,41.636185,259500,16,,Route de Saint Cyprien - D 668,T2|T3|T3 Duplex,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6Ijk5YzRhNTg0NTJjZWU3YTlkYTlkM2RmZTFkMjdlNDFhIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjozODAsImhlaWdodCI6MzAwLCJmaXQiOiJjb3ZlciJ9fX0=?signature=3cd936acf66f67fc4e9d027c08f4af75bf2c291f90b55638110291abeb7b22a6
20290,Residence Sainte-Devote#a9c024ebfef8,a9c024ebfef8,B1,Borgo,Résidence Sainte-Dévote,True,1995T4,SAS Medicis,9.4434527,42.5667325,162150,2,,42 Rue des Campucci,Chambre,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjIwNTY3OTc5NmRmYWRiNTFmYTU1NTZjNDk5M2YxODNhNzZhMTMwYmUiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=ae243bf6c58197b6fc3c160f41cd12e371ddf1e96bfd74feb0eaf024e2cc160b
20137,LES JARDINS DE VIGNOLA#5909ffe7d7b1,5909ffe7d7b1,A,Porto-Vecchio,LES JARDINS DE VIGNOLA,False,2026T1,E-mocom,9.278311,41.591369,314416.67,2,,Rue du 9 Septembre 1943,T2|T3|T4,https://dj32ymiemc11o.cloudfront.net/eyJidWNrZXQiOiJvdGFyZWUtcHJvZHVjdGlvbi1maWxlcyIsImtleSI6IjAxMjExZDM1Yjg4OTJjNDkyYTI5ZTE5MGVmMWYxZjc3N2Q5NzQzNjgiLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjM4MCwiaGVpZ2h0IjozMDAsImZpdCI6ImNvdmVyIn19fQ==?signature=9dfc4ed250b4e9d134052cbf22a844c5a913570684d68081e50eb0fc77490013
