price,id,category,surface,title,zip_code,rent
860000,2384674,Tabac - Presse - Loto,50,Vente civette tabac FDJ dans les Hauts de Seine 92,,
1435000,2382558,Tabac - Presse - Loto,60,AV civette tabac FDJ PMU presse Hauts de Seine 92,,1483
695000,2340880,Tabac - Presse - Loto,0,Cède FDC tabac FDJ PMU vente à emporter dept 92,,
1275015,2254347,Tabac - Presse - Loto,80,Vente magnifique civette à Issy les Moulineaux,92130,2200
788000,2364950,Bar - Brasserie - Tabac,0,Vente brasserie bar restaurant pizzeria lic iv 92,,
630000,2066898,Bar - Brasserie - Tabac,135,A vendre brasserie d'angle de 100 couverts dept 92,,2302
231000,2371908,Bar - Brasserie - Tabac,0,Vente bar brasserie restaurant licence iv dept 92,,
135000,2238665,Bar - Brasserie - Tabac,150,Vend brasserie Lic IV 66 couverts à Malakoff,,2000
695000,2398548,Bar - Brasserie - Tabac,101,A vendre brasserie top emplacement à Boulogne,,5600
1844815,2406754,Bar - Brasserie - Tabac,281,Vente bar brasserie dept 92 Limitrophe Paris,,10000
750400,2405300,Bar - Brasserie - Tabac,150,Vente bar brasserie + 120 places avec terrasse,,
879040,2405297,Bar - Brasserie - Tabac,121,Brasserie restaurant à vendre secteur premium,92250,
2400000,2405196,Bar - Brasserie - Tabac,390,Vente bar brasserie tabac angle logement dans 92,,5000
2410000,2401255,Bar - Brasserie - Tabac,250,Vente bar brasserie tabac FDJ à Montrouge,92120,
912415,2403587,Bar - Brasserie - Tabac,130,Vente bar brasserie restaurant licence IV Nanterre,92000,2083
384527,2403589,Bar - Brasserie - Tabac,70,Vente bar tapas grande terrasse clientele bobo 92,92000,2443
433600,2402533,Bar - Brasserie - Tabac,140,Vente bar brasserie en angle dans une belle ville,92100,
1275015,2402291,Bar - Brasserie - Tabac,424,AV brasserie terrasse angle rentabilité à Puteaux,92800,4481
750800,2402012,Bar - Brasserie - Tabac,165,Cède brasserie lic 4 terrasse Boulogne Billancourt,,5000
