price,id,category,surface,title,zip_code,rent
295920,2238985,Restaurant,82,Cession FDC restaurant très bel emplacement Paris,,
253000,2238768,Restaurant,58,Vente restaurant à Paris 75016 Emplacement n°1,75016,
156800,2238735,Restaurant,54,A vendre restaurant avec terrasse à Paris 75009,,1450
280000,2238734,Restaurant,0,Vend restaurant sans extraction adresse chic Paris,,2400
148500,2238620,Restaurant,0,Vente restaurant terrasse estivale à Paris centre,,
660000,2238618,Restaurant,0,Vente restaurant vae à Paris prox Grands Bvds,,
120000,2238517,Restaurant,70,Fonds de commerce Niel Wagram Villiers 75017,,2500
405724,2238510,Restaurant,40,Vente restaurant extraction à Paris 75004 St Paul,,2605
310000,2238509,Restaurant,85,Vend restaurant Paris proche jardin du Luxembourg,,2917
145600,2238501,Restaurant,50,AV FDC restauration 75011 Métro Faidherbe Chaligny,,
814720,2237874,Restaurant,100,A vendre restaurant bistrot  quartier animé 75011,,
190400,2237523,Restaurant,80,Vente restaurant à Paris 75009 Square Montholon,,2300
440000,2237486,Restaurant,100,Vend restaurant avec extraction à Paris 75010,75010,1800
912415,2237329,Restaurant,150,AV bar restaurant en 2 établissements indis. Paris,,2235
283000,2237316,Restaurant,0,Vente restaurant dans quartier prestigieux à Paris,,1856
361900,2236867,Restaurant,0,Vente bar restaurant d'angle refait à neuf à Paris,,
622000,2234951,Restaurant,110,Vend restaurant possibilité licence 4 à Paris 10,,
320000,2236257,Restaurant,86,Fonds de commerce Place des Fetes Buttes Chaumont,,2449
189000,2236246,Restaurant,27,Vente fonds de commerce métro Pyrénées,,2203
250000,2236201,Restaurant,82,Vente fonds de commerce métro Jules Joffrin 75018,,1839
416327,2236183,Restaurant,0,Vente restaurant lic 4 top empl Paris Rive Droite,,2432
278527,2236180,Restaurant,0,AV restaurant LIV quartier très recherché 75011,,1285
972000,2235545,Restaurant,120,A vendre restaurant 75005 Saint Michel Notre Dame,,3859
437527,2235352,Restaurant,95,Vente restaurant Paris 75006 emplacement n°1,,2284
490524,2235345,Restaurant,0,Vente restaurant lic 4 40 places + 20 places Paris,,3000
384527,2234338,Restaurant,45,Vend restaurant bistro terrasse à Paris 75008,,2412
685000,2234335,Restaurant,0,Vente restaurant licence IV à Paris Ternes 75017,,
537924,2234239,Restaurant,90,Vente restaurant dans quartier chic et prisé Paris,,1615
134400,2234233,Restaurant,120,Cession restaurant avec terrasse Rive Gauche Paris,,
710000,2233885,Restaurant,250,Vente restaurant traditionnel 248m² à Paris 75012,,6666
111500,2233559,Restaurant,260,Vente restaurant Paris 75018 quartier Marcadet,,
125000,2233265,Restaurant,60,A vendre fonds de commerce 75011 Bastille,,1160
126000,2233233,Restaurant,55,Vente fonds de commerce Quai Valmy 75010,,2447
1000000,2233232,Restaurant,190,Vente FDC restaurant 75020 Avron Bagnolet,,5150
1378000,2232936,Restaurant,146,Cession FDC très belle affaire Paris Triangle d'Or,,
840000,2232521,Restaurant,85,Vente fonds de commerce Maubert Mutualité 75005,,4725
500000,2231871,Restaurant,0,Restaurant à vendre à Paris 75011 Maurice Gardette,,
150000,2231870,Restaurant,0,Vente restaurant Réaumur Sébastopol 75002 Paris,,
265000,2231821,Restaurant,72,AV fonds de commerce quartier Saint-Michel 75005,,3200
682500,2231815,Restaurant,68,Vente fonds de commerce Kleber 75016,,2842
912405,2231811,Restaurant,154,AV restaurant avec extraction Rive Gauche de Paris,,5750
437500,2231808,Restaurant,114,Vente restaurant de Chef en centre-ville de Paris,,1850
596527,2231807,Restaurant,150,AV restaurant avec grande extraction externe Paris,,3994
666000,2231468,Restaurant,0,Vente restaurant asiatique à Paris quartier Latin,,4908
384527,2231118,Restaurant,106,A vendre restaurant d'angle  belle visibilité 7500,,2646
385000,2230621,Restaurant,120,Vend restaurant 50 places + terrasse à Paris,,3900
229000,2230231,Restaurant,70,A vendre fonds de commerce Alesia  75014,,4707
755500,2230187,Restaurant,180,Vente restaurant murs et fonds à Paris centre,,7432
621760,2230100,Restaurant,110,Cession restaurant au centre de Paris,,
700000,2229603,Restaurant,150,Vente restaurant d'angle 75003 proche du Marais,,5930
284000,2229602,Restaurant,70,Vente  restaurant emplacement N°1 Paris 175012,,3000
236000,2228021,Restaurant,40,Vente restaurant Paris 75015 Quartier Convention,,
343000,2228016,Restaurant,95,Vente restaurant Paris 75006 Quartier Odéon,,
862000,2227303,Restaurant,0,Quartier très sympa. restaurant terrasse,75012,
965000,2227301,Restaurant,0,Vend restau bar à tapas très bel empl Paris 75005,75005,
600000,2226538,Restaurant,83,Vente restaurant italien renommé 75015,,
260000,2226536,Restaurant,125,Vente restaurant  italien à Paris 75015,,
175800,2171564,Restaurant,66,Vend beau restaurant Paris 6 quartier Montparnasse,,1200
487800,2225947,Restaurant,90,Cession FDC restaurant quartier recherché Paris,,
221600,2225630,Restaurant,100,Vend restaurant espagnol en angle à Paris 75012,,
244000,2225628,Restaurant,35,Vente restaurant quartier Beaugrenelle 75015,,
379400,2225629,Restaurant,45,Cède restaurant vente à emporter Paris 75006,,
208000,2193837,Restaurant,64,FDC restaurant traiteur à vendre à Paris 75005,,42084
150000,2225320,Restaurant,51,Vente fonds de commerce 75016 Kleber,75116,1300
350000,2225309,Restaurant,117,A vendre fonds de commerce Gobelins-Austerlitz,,2916
490000,2224769,Restaurant,60,AV joli petit restaurant atypique à Paris,,3500
352724,2224767,Restaurant,0,Vente restaurant à Paris Rive Gauche,,2910
180000,2224691,Restaurant,80,A vendre fonds de commerce  Porte d'Asnières 75017,,2787
640000,2224684,Restaurant,243,Vente fonds de commerce Bastille Ledru Rollin,,6480
542000,2224035,Restaurant,90,Cession FDC restaurant licence 4 à Paris Ouest,,
613000,2224008,Restaurant,135,Vend restaurant à Paris quartier des théâtres,,3500
198000,2223908,Restaurant,70,Vente restaurant à Paris 75016 Emplacement n°1,,
112000,2223849,Restaurant,50,Restaurant à vendre Strasbourg St Denis 75010,,1820
92000,2223649,Restaurant,84,Vend restaurant traditionnel terrasse à Paris 19,75019,2600
168000,2195787,Restaurant,67,Restaurant de 30 couverts à vendre à Paris 75011,,2103
99000,2193110,Restaurant,48,Vente restaurant terrasse à Paris 75012 Faidherbe,,1825
490524,2223011,Restaurant,240,Vente restaurant licence 4 sur 2 angles à Paris,,2149
384000,2165366,Restaurant,116,Vente restaurant à Paris 2e Quartier Montorgueil,,1713
1360000,2222805,Restaurant,90,Vente café restaurant quartier Nation Paris 75012,,
198000,2222804,Restaurant,70,Vente restaurant à Paris 75016 Emplacement n°1,,
650000,2222620,Restaurant,140,Vente restaurant licence IV à Paris,,
168000,2222443,Restaurant,30,Vend restaurant avec extraction à Paris 75012,,1525
1150000,2222193,Restaurant,75,Vente restaurant murs et FDC à Paris 11 République,75011,
212000,2118059,Restaurant,70,Vente restaurant proche du Métro 75005,,2110
370000,2222053,Restaurant,40,Vente FDC restaurant métro Saint-Paul,,2500
141000,2221723,Restaurant,155,Vente restaurant de 155m² à Paris 11 Parmentier,,
766127,2221486,Restaurant,0,Vente restaurant dans le centre de Paris,,3465
648000,2221202,Restaurant,0,Vend restaurant extraction terrasse à Paris 75009,,
178000,2220826,Restaurant,80,Vente restaurant 40 cvs cuisine ouverte à Paris 11,,1300
383600,2220539,Restaurant,110,Cession FDC restaurant licence 4 d'angle à Paris,,
589600,2220538,Restaurant,138,Cession FDC restaurant quartier animé de Paris,,
543527,2220105,Restaurant,130,Vente bar restaurant refait à neuf Rive Droite 75,,3831
850000,2220071,Restaurant,125,AV murs libres commerce Bibliothèque F.Mitterrand,,
59000,2220047,Restaurant,27,A vendre restaurant bar licence 4 Paris 75010,,
750400,2219154,Restaurant,110,Cession restaurant très bel emplacement Paris R.G.,,
782560,2219153,Restaurant,135,Cession FDC jolie affaire restaurant à Paris,,
253000,2191369,Restaurant,40,Cession fonds de restaurant 40m² 75020 Paris,,918
922405,2217890,Restaurant,220,Vente restaurant situé sur axe très passant Paris,,5054
352000,2217888,Restaurant,78,Vente restaurant plein centre ville de Paris,,2200
698000,2217711,Restaurant,110,Vente beau restaurant quartier N°1 75010 Paris,,3500
565000,2217452,Restaurant,130,Vente FDC restaurant quartie r Champerret 75017,,2660
536000,2217447,Restaurant,100,Vente restaurant brasserie quartier affaires 75008,,4700
194400,2216618,Restaurant,83,Vente restaurant avec extraction à Paris 75010,,2300
200000,2216387,Restaurant,48,Vente restaurant à Paris 75017 quartier Epinettes,75017,2160
495000,2214052,Restaurant,0,Vend restaurant rôtisserie traiteur VAE à Paris,,
