price,id,category,surface,title,zip_code,rent
980000,2276209,Tabac - Presse - Loto,120,Vend FDC civette loto FDJ petite presse Val d'Oise,,2000
1793000,2406759,Bar - Brasserie - Tabac,800,Vente superbe bar brasserie en belle banlieue 95,95000,10000
1010000,2406561,Bar - Brasserie - Tabac,155,Vente bar tabac FDJ PMU face gare avec logement 95,,1713
438400,2393455,Bar - Brasserie - Tabac,295,Vente très belle affaire de brasserie Val d'Oise,,
560000,2406291,Bar - Brasserie - Tabac,300,Vente brasserie terrasse en banlieue Nord Ermont,95120,10000
1482215,2405386,Bar - Brasserie - Tabac,70,AV bar brasserie tabac FDJ très bien situé à Cergy,95000,2920
129000,2404378,Bar - Brasserie - Tabac,0,Vente bar restaurant licence 4 à Montmorency,,900
624720,2403025,Bar - Brasserie - Tabac,165,bar tabac FDJ PMU rem178 k€ 92K€ tabac,,2925
345000,2401121,Bar - Brasserie - Tabac,80,Vente bar tabac FDJ belle affaire dans le Vexin,95000,
596527,2400923,Bar - Brasserie - Tabac,80,Vente bar tabac FDJ licence IV secteur Pontoise,95000,2900
498600,2399724,Bar - Brasserie - Tabac,295,AV brasserie angle 150 pl + terrasse face gare 95,,9833
554000,2397323,Bar - Brasserie - Tabac,250,AV bar tabac FDJ PMU avec logement centre ville,,1252
1080000,2392018,Bar - Brasserie - Tabac,120,Vente bar tabac loto FDJ PMU bien placé dept 95,,2653
602800,2390401,Bar - Brasserie - Tabac,150,AV bar brasserie angle 70 pl + 30 ter Val d'Oise,,3550
890000,2388572,Bar - Brasserie - Tabac,80,Cède bar tabac loto presse PMU bien placé dept 95,,1692
1088800,2385517,Bar - Brasserie - Tabac,105,Vente bar tabac FDJ PMU à Gonesse,95500,2500
596527,2385429,Bar - Brasserie - Tabac,130,Vente bar brasserie tabac jeux secteur Taverny,95000,2500
912415,2384272,Bar - Brasserie - Tabac,520,Vente bar tabac brasserie sur axe fréquenté Cergy,95000,3000
543527,2384270,Bar - Brasserie - Tabac,350,AV brasserie restaurant face à une gare à Emont,95120,10293
178000,2383767,Bar - Brasserie - Tabac,125,Vente bar tabac FDJ avec logement secteur Pontoise,95000,
850000,2383432,Bar - Brasserie - Tabac,170,Vente BAR TABAC JEUX PMU dans le 95,,
1029800,2372479,Bar - Brasserie - Tabac,200,Vente bar tabac FDJ PMU dans le Val d'Oise,,2800
72500,2371531,Bar - Brasserie - Tabac,152,Vente bar restaurant terrasse proche de Pontoise,95000,
702527,2370156,Bar - Brasserie - Tabac,80,Vente bar tabac FDJ en centre village Val d'Oise,95000,2083
340000,2364131,Bar - Brasserie - Tabac,200,Vente grande brasserie empl N°1 face gare Ermont,95120,
777000,2358652,Bar - Brasserie - Tabac,265,Av bar brasserie 80 places + terrasse à Argenteuil,,4496
1274000,2355503,Bar - Brasserie - Tabac,100,Vente bar brasserie emplacement exceptionnel Cergy,95000,2833
224000,2291872,Bar - Brasserie - Tabac,171,Vente bar tabac FDJ dept Val d'Oise (proche Cergy),95280,
331524,2351225,Bar - Brasserie - Tabac,400,Vente bar restaurant routier lic IV secteur Fosses,95000,3333
181494,2350762,Bar - Brasserie - Tabac,130,Vente bar brasserie terrasse appartement à Cergy,95000,1500
1274000,2350670,Bar - Brasserie - Tabac,120,Vente bar brasserie tabac FDJ à Boissy-Saint-Léger,94470,
2725000,2347822,Bar - Brasserie - Tabac,210,Vente bar tabac FDJ empl exceptionnel à Argenteuil,95100,4000
713124,2346145,Bar - Brasserie - Tabac,1070,Vente bar tabac brasserie FDJ PMU à Cergy,95000,4500
384000,2344624,Bar - Brasserie - Tabac,187,Vente brasserie à Jouy-le-Moutier top emplacement,95280,3740
1200000,2342710,Bar - Brasserie - Tabac,125,AV bar brasserie tabac loto FDJ bien placé dept 95,,3800
310324,2342422,Bar - Brasserie - Tabac,350,Vente restaurant brasserie lic IV à Cergy/Pontoise,95000,6500
190400,2332586,Bar - Brasserie - Tabac,50,Vente bar tabac avec licence IV à Courdimanche,95800,1017
1067815,2329250,Bar - Brasserie - Tabac,0,Vente bar brasserie tabac bon emplacement Cergy,95000,1496
278524,2328640,Bar - Brasserie - Tabac,30,Vente bar brasserie secteur Patte d'Oie Herblay,95000,4000
130000,2328321,Bar - Brasserie - Tabac,80,Vente bar-brasserie à Argenteuil,95100,
660000,2326790,Bar - Brasserie - Tabac,160,AV bar tabac FDJ licence IV extraction terrasse 95,,2500
532000,2325356,Bar - Brasserie - Tabac,45,Vente bar tabac avec logement à Argenteuil,95100,1500
860609,2324076,Bar - Brasserie - Tabac,550,Vente bar brasserie restaurant licence IV à Cergy,95000,7346
540000,2314778,Bar - Brasserie - Tabac,60,Vente bar tabac loto FDJ à developper Val d'Oise,,975
290000,2311255,Bar - Brasserie - Tabac,200,Vente brasserie terrasse à Montigny les Cormeilles,,
126500,2300630,Bar - Brasserie - Tabac,64,AV bar brasserie centre ville empl premium Cergy,95000,2000
495000,2298256,Bar - Brasserie - Tabac,145,Vente bar tabac extraction licence IV terrasse 95,,2900
650000,2297087,Bar - Brasserie - Tabac,150,Vente bar tabac jeux PMU dans le Val d'Oise,95270,
500000,2297083,Bar - Brasserie - Tabac,45,Vente bar tabac jeux proche gare dans Val d'Oise,,
539000,2284304,Bar - Brasserie - Tabac,400,AV très belle bar brasserie emplacement N°1 Cergy,95000,
384527,2277718,Bar - Brasserie - Tabac,200,Vente bar brasserie à Cergy secteur Saint Gratien,95000,3000
207100,2276946,Bar - Brasserie - Tabac,120,Vente brasserie lic IV sur axe principal à Sannois,95110,1500
