price,id,category,surface,title,zip_code,rent
3080000,2406860,Tabac - Presse - Loto,70,Vente tabac FDJ licence 4 à Paris,,2200
1120000,2405979,Tabac - Presse - Loto,40,Fonds de commerce civette à vendre à Paris 75019,75019,
358400,2400477,Tabac - Presse - Loto,30,Vente FDC Civette Jardin à Paris 75006 empl n°1,,
2500000,2399359,Tabac - Presse - Loto,30,Vente FDC civette sur bel emplacement à Paris 75,75017,2917
352727,2393809,Tabac - Presse - Loto,30,Vente civette rue commerçante Paris touristique,,3279
2500000,2385018,Tabac - Presse - Loto,0,Vente civette cave à cigares bel arrondissement,,2917
235200,2382573,Tabac - Presse - Loto,180,Vente FDC tabac FDJ logement de 100m² à Paris,,1934
825000,2364551,Tabac - Presse - Loto,70,Vente FDC tabac civette + appart à Paris centre,,1158
3650000,2382182,Tabac - Presse - Loto,42,Vente FDC Tabac FDJ PMU emplacement N° 1 à Paris,,2177
398000,2331955,Tabac - Presse - Loto,280,A vendre civette avec logement à 1h30 de Paris,,1600
979755,2375197,Tabac - Presse - Loto,33,Vente FDC civette FDJ PMU à Paris Rive Gauche,,1535
1750000,2373808,Tabac - Presse - Loto,25,Vente civette loto FDJ PMU bien placée à Paris,,1333
755527,2369340,Tabac - Presse - Loto,28,Vente FDC Civette emplacement N°1 dans Paris 14,,983
348000,2351476,Tabac - Presse - Loto,0,Vente FDC tabac FDJ VAE à Paris centre,,
912405,2348393,Tabac - Presse - Loto,62,Vente FDC tabac FDJ PMU dans l'est Parisien,,887
868000,2345916,Tabac - Presse - Loto,100,Vente civette avec licence 3 à Paris Rive Droite,,1700
880000,2343178,Tabac - Presse - Loto,93,Vente civette quartier huppé de Paris,,3465
352000,2340879,Tabac - Presse - Loto,0,Vente FDC tabac FDJ en secteur piètonnier de Paris,,
1000000,2334329,Tabac - Presse - Loto,20,AV civette tabac loto FDJ PMU bien placé à Paris,,1534
798000,2322006,Tabac - Presse - Loto,0,Vente FDC tabac FDJ PMU bon emplacement à Paris,,
495000,2297888,Tabac - Presse - Loto,90,AV bar brasserie avec lic IV M° Menilmontant 75011,,3300
750400,2281707,Tabac - Presse - Loto,28,Vente civette bel emplacement Paris Rive Gauche,,
