price,id,category,surface,title,zip_code,rent
1210000,2406859,Tabac - Presse - Loto,42,Vente FDC tabac FDJ en Seine-Saint-Denis,93260,2500
1220000,2404042,Tabac - Presse - Loto,80,Vente civette tabac loto FDJ PMU bien placée 93,,3000
702520,2378821,Tabac - Presse - Loto,75,Vente FDC tabac FDJ en périphérie de Paris,,385
630000,2373815,Tabac - Presse - Loto,65,Vente civette tabac loto FDJ à développer 93,,500
1171415,2321668,Tabac - Presse - Loto,40,Cède sublime FDC tabac FDJ emplacement N°1 St Ouen,,2500
2725000,2296009,Tabac - Presse - Loto,70,Vente FDC Tabac FDJ empl privilégié à Montreuil,,9556
1272000,2286723,Tabac - Presse - Loto,0,Très belle civette à vendre en Seine-Saint-Denis,,
696800,2025253,Tabac - Presse - Loto,70,Vend tabac FDJ PMU proche A4 et Marne la Vallée,,
918000,2273342,Bar - Brasserie - Tabac,270,Cède brasserie d'angle de 270m² à Montreuil 93100,93100,8000
490520,2401994,Bar - Brasserie - Tabac,90,Bar brasserie à vendre à Pantin/Aubervilliers,93500,1753
522320,2396917,Bar - Brasserie - Tabac,201,Vente bar brasserie au milieu de bureaux St Ouen,,6057
142000,2396835,Bar - Brasserie - Tabac,104,Vente bar brasserie licence IV + logement à Pantin,93500,83
1150000,2396728,Bar - Brasserie - Tabac,90,AV bar tabac loto FDJ PMU  petit loyer 93,,2600
349000,2396318,Bar - Brasserie - Tabac,150,Vente bar-brasserie licence IV St Ouen sur Sein,,
105000,2396238,Bar - Brasserie - Tabac,90,Vente commerce de 90m² Le Blanc Mesnil,,1313
151200,2395702,Bar - Brasserie - Tabac,100,AV bar brasserie 40 cvts angle terrasse à Pantin,,1800
1188800,2394271,Bar - Brasserie - Tabac,0,Vente bar Tabac FDJ PMU axe très passant 93,93600,2848
140000,2393766,Bar - Brasserie - Tabac,121,Vente FDC bar PMU FDJ en angle de rue La Courneuve,93120,
195000,2390502,Bar - Brasserie - Tabac,150,Vente brasserie lic IV 100 cvts terrasse St Ouen,,2500
275000,2141170,Bar - Brasserie - Tabac,160,Vend brasserie à Saint Ouen Clignancourt,93400,2487
1650000,2389023,Bar - Brasserie - Tabac,250,Fonds de commerce bar FDJ à vendre à Saint Denis,,
380000,2388096,Bar - Brasserie - Tabac,140,Vente bar restaurant + appart en angle Saint Denis,,
776720,2387699,Bar - Brasserie - Tabac,160,AV sublime bar brasserie 70 places terrasse Pantin,,1859
1000000,2387329,Bar - Brasserie - Tabac,95,Vente bar tabac FDJ PMU d'angle à Saint Denis,,2535
643200,2386445,Bar - Brasserie - Tabac,363,A vendre brasserie d'angle dans quartier mixte 93,93100,
1150000,2385518,Bar - Brasserie - Tabac,220,Vente bar tabac FDJ PMU sur bvd passant St Ouen,,2029
442000,2384854,Bar - Brasserie - Tabac,90,Av bar restaurant Lic IV 110 cvts à Aubervilliers,,2000
138135,2384826,Bar - Brasserie - Tabac,0,Cède établissement prox canal de l’Ourcq à Pantin,93000,1930
340000,2373737,Bar - Brasserie - Tabac,136,Cède murs et FDC bar brasserie restaurant St Denis,,
1250000,2382803,Bar - Brasserie - Tabac,136,Vente commerce de 136m² en Seine Saint Denis,,3300
1608000,2382490,Bar - Brasserie - Tabac,350,Vente bar tabac FDJ remises net 450 k + 100m² F5,,3800
201600,2381531,Bar - Brasserie - Tabac,150,Vente bar restaurant PMU à Pierrefitte sur Seine,93380,
1050,2381045,Bar - Brasserie - Tabac,552,Vente brasserie lic IV restaurant 552m² Montreuil,,3000
350000,2379897,Bar - Brasserie - Tabac,195,Vente bar restaurant de 195m² à Bondy centre,,2235
1050000,2378525,Bar - Brasserie - Tabac,65,Vente bar tabac loto FDJ PMU avec terrasse 93,,2075
242000,2375687,Bar - Brasserie - Tabac,96,Vente fonds bar restaurant licence IV à St Denis,93200,
964200,2375202,Bar - Brasserie - Tabac,188,Vente bar tabac FDJ sur axe passant à Saint Denis,,1676
1171380,2375201,Bar - Brasserie - Tabac,328,Cède sublime bar brasserie aux portes de Pantin,,9588
1908000,2374524,Bar - Brasserie - Tabac,360,AV bar brasserie 130 places + 40 terrasse St Denis,,
1550000,2374281,Bar - Brasserie - Tabac,80,Vente bar tabac loto FDJ PMU avec terrasse 93,,2625
336000,2367677,Bar - Brasserie - Tabac,115,Vente brasserie lic 3 galerie marchande Nord Paris,,4327
267000,2366051,Bar - Brasserie - Tabac,100,Vente bar restaurant lic IV extraction à Montreuil,,
269200,2365467,Bar - Brasserie - Tabac,235,A vendre bar brasserie avec terrasse à St Ouen,,5833
1200000,2364907,Bar - Brasserie - Tabac,0,Vente bar tabac loto FDJ PMU bien placé dept 93,,3100
1300000,2359049,Bar - Brasserie - Tabac,600,Vente brasserie bar à Pantin 4 Chermins,93500,
199440,2354923,Bar - Brasserie - Tabac,90,Cède Bar restaurant L4 exploité uniquement le soir,,
197000,2350509,Bar - Brasserie - Tabac,236,A vendre bar restaurant de 236m² à Noisy le Grand,,5750
435000,2350508,Bar - Brasserie - Tabac,230,AV bar restaurant 230m² secteur Saint Ouen 93400,93400,6600
165000,2348915,Bar - Brasserie - Tabac,150,A vendre brasserie 100 places assises Saint Ouen,,2660
275000,2348909,Bar - Brasserie - Tabac,130,Vente bar restaurant bel emplacement à Noisy (93),93130,2002
305000,2348905,Bar - Brasserie - Tabac,255,Vente brasserie 160 places assises Dept. 93,,1561
1171000,2344621,Bar - Brasserie - Tabac,220,AV bar tabac FDJ PMU à Bobigny rue commerçante,93000,3125
21500,2343431,Bar - Brasserie - Tabac,150,Location gérance bar brasserie d'angle à Pantin,93500,1792
278000,2342871,Bar - Brasserie - Tabac,50,Vente bar FDJ PMU en Seine Saint Denis,93270,1565
331000,2338255,Bar - Brasserie - Tabac,130,Vente bar brasserie 80 pl + terrasse Aubervilliers,,5000
963000,2331568,Bar - Brasserie - Tabac,142,Vente bar tabac FDJ en angle belle visibilité 93,93300,1718
3139815,2330622,Bar - Brasserie - Tabac,0,AV bar brasserie au centre commune prestigieuse 93,,7658
1300000,2329971,Bar - Brasserie - Tabac,100,AV FDC bar Tabac Loto FDJ PMU bien placé dept 93,,2028
267920,2328549,Bar - Brasserie - Tabac,220,Av bar brasserie prox Stade de France Villemomble,,4128
1250000,2321248,Bar - Brasserie - Tabac,70,Vente FDC bar tabac loto FDJ à développer dept 93,,2492
750000,2319242,Bar - Brasserie - Tabac,280,Commerce bar licence IV belle  terrasse  Montreuil,,7500
