price,id,category,surface,title,zip_code,rent
464000,2363459,Bar - Brasserie - Tabac,90,AV bar restaurant brasserie terrasse 75003 Paris,,2500
809000,2363255,Bar - Brasserie - Tabac,130,Vente belle brasserie d'angle 93400 Saint-Ouen,,
1075000,2363252,Bar - Brasserie - Tabac,120,AV brasserie emplacement N°1 75010 Gare de L'Est,,
179200,2362844,Bar - Brasserie - Tabac,55,Vente bar brasserie à Paris 75002 quartier Bourse,75002,1000
800000,2362371,Bar - Brasserie - Tabac,225,Bar brasserie licence IV à vendre empl N°1 Paris,,4667
402000,2362074,Bar - Brasserie - Tabac,0,Vente brasserie en angle avec terrasse à Paris,,
173440,2362072,Bar - Brasserie - Tabac,0,Vente bar à cocktails à Paris 75011 Mairie,,
199000,2361238,Bar - Brasserie - Tabac,0,Vente bar à vins petite restauration à Paris 75003,,
252000,2360979,Bar - Brasserie - Tabac,64,AV bar à biere et cocktail lic4 Oberkampf 75011,,4388
407000,2360229,Bar - Brasserie - Tabac,110,Cède bar brasserie licence IV en angle Paris 75011,75011,
638000,2360228,Bar - Brasserie - Tabac,100,Cède bar brasserie licence IV Paris 75012 Bastille,75012,
189000,2360167,Bar - Brasserie - Tabac,65,Cède brasserie bar terrasse lic 4 à Paris Tolbiac,,
319000,2085007,Bar - Brasserie - Tabac,60,Vend bar Pur Licence 4 à Paris 75006 secteur Odéon,75006,4100
297000,2085008,Bar - Brasserie - Tabac,68,Vend bar Pur Licence 4 de 68m² + cave Paris 75011,75011,
432920,2359668,Bar - Brasserie - Tabac,56,Bnar brasserie à vendre à Paris 11 quartier animé,,2490
486000,2359664,Bar - Brasserie - Tabac,320,Cède bail bar restaurant de 320m² à Paris Châtelet,,6667
454000,2359653,Bar - Brasserie - Tabac,180,Vente bar brasserie 180m² + terrasse Paris 75018,75018,3142
850000,2359647,Bar - Brasserie - Tabac,250,Vente bar de nuit à Paris 75004 Châtelet,75004,4880
270000,2359645,Bar - Brasserie - Tabac,105,AV bar restaurant 100m² avec terrasse Paris 75018,75018,1600
264000,2359310,Bar - Brasserie - Tabac,0,Vente bar licence IV à Paris quartier Marais,,
900000,2359207,Bar - Brasserie - Tabac,120,Vente commerce 120m² à Paris Halles Beaubourg,,4356
99000,2358951,Bar - Brasserie - Tabac,45,AV bar café restaurant loyer très faible Paris 10,,800
401080,2358576,Bar - Brasserie - Tabac,90,À vendre FDC Café-Restaurant avec Licence IV,,
600000,2358522,Bar - Brasserie - Tabac,0,Vente bar brasserie Pub sur axe festif à Paris,,
