price,id,category,surface,title,zip_code,rent
1007000,2225259,Bar - Brasserie - Tabac,200,Cession FDC bar quartier touristique animé Paris,,
649000,2224766,Bar - Brasserie - Tabac,196,Vente bar brasserie en angle d'avenues à Paris,,7500
797000,2224514,Bar - Brasserie - Tabac,250,Vente magnifique bar licence 4 à Paris 75004,,
557440,2222945,Bar - Brasserie - Tabac,90,Cession FDC brasserie quartier de luxe à Paris,,
660000,2222343,Bar - Brasserie - Tabac,0,Vente brasserie Paris 8 Quartier St Lazare/Mirome,75008,
388400,2060549,Bar - Brasserie - Tabac,110,Vend brasserie licence IV à Paris 20e angle de rue,,3500
589600,2221812,Bar - Brasserie - Tabac,200,Cession d'un fonds de commerce de bar restaurant,,
1065000,2221727,Bar - Brasserie - Tabac,150,Vente brasserie empl n°1 à Paris 5 quartier Odéon,,
1590000,2221436,Bar - Brasserie - Tabac,0,Vente bar tabac licence 4 d'angle à Paris,,
695000,2220869,Bar - Brasserie - Tabac,0,Vente brasserie à Paris 75017 quartier Batignolles,75017,
1171385,2219180,Bar - Brasserie - Tabac,0,Vente belle brasserie  avec appartement Est Paris,,3062
437524,2219179,Bar - Brasserie - Tabac,110,AV café bar top emplacement Paris Rive Droite,,2730
463952,2218796,Bar - Brasserie - Tabac,110,Cession FDC brasserie quartier touristique Paris,,
262627,2218112,Bar - Brasserie - Tabac,65,Vente bar brasserie jeux d'angle Rive Gauche 75015,,2224
384520,2214632,Bar - Brasserie - Tabac,220,AV bar brasserie en angle empl stratégique à Paris,,3289
460000,2213188,Bar - Brasserie - Tabac,70,Vente bar à Paris 10 Quartier Strasbourg St Denis,,
205600,2211821,Bar - Brasserie - Tabac,95,Vente bar restaurant licence 4 à Paris 75011,,3246
224000,2195786,Bar - Brasserie - Tabac,40,Vente bar Licence 4 emplacement n°1 à Paris 75011,,2350
299724,2209466,Bar - Brasserie - Tabac,75,Vente bar de nuit à Paris 75011 quartier prisé,,3422
352727,2209464,Bar - Brasserie - Tabac,65,Vente bar restaurant licence IV à Paris 75017,,1423
543000,2209462,Bar - Brasserie - Tabac,27,Vend bar sur emplacement n°1 à Paris 75001,,3917
487800,2208275,Bar - Brasserie - Tabac,100,Cession FDC bar brasserie licence 4 à Paris,,
5360000,2208101,Bar - Brasserie - Tabac,120,Vente bar brasserie d'angle 75008 proche Champs,,
256000,2207775,Bar - Brasserie - Tabac,100,Vente bar pur Licence IV à Paris 75009 SOPI,,
840000,2202978,Bar - Brasserie - Tabac,0,Vente bar bistrot restaurant lic 4 terrasse Paris,,
795000,2206331,Bar - Brasserie - Tabac,175,Cession FDC restaurant lic 4 d'angle à Paris,,
317840,2206330,Bar - Brasserie - Tabac,84,Cession FDC brasserie à Paris Rive Gauche,,
1291500,2206199,Bar - Brasserie - Tabac,87,Vente murs et fonds café de nuit à Paris 75002,,
224000,2205924,Bar - Brasserie - Tabac,70,Vente bar licence 4 terrasse bon emplacement 75009,,2500
300000,2205783,Bar - Brasserie - Tabac,132,Vente fonds de commerce 75004 Marais,,5600
804000,2203811,Bar - Brasserie - Tabac,120,Vend bar brasserie bel emplacement à Paris 75017,,
816600,2204888,Bar - Brasserie - Tabac,75,Vente murs et fonds bistrot lic IV Paris 75020,,
320000,2204372,Bar - Brasserie - Tabac,70,Vente bar de nuit bien situé dans l'est Parisien,,
1270000,2204369,Bar - Brasserie - Tabac,0,Vend brasserie d'angle Paris 15 Quartier Vaugirard,75015,
200000,2204317,Bar - Brasserie - Tabac,70,Vente belle brasserie clés en main 75012 Gare Lyon,,3960
271000,2204042,Bar - Brasserie - Tabac,160,Vente bar quartier très recherché Paris 75006,,
291200,2203819,Bar - Brasserie - Tabac,70,Vend FDC café bar brasserie à Paris Mouffetard,,4500
383600,2203445,Bar - Brasserie - Tabac,105,Cession FDC brasserie licence 4 à Paris Est,,
1040000,2202371,Bar - Brasserie - Tabac,0,Vente brasserie à Paris 20 quartier Gambetta,,
155000,2202106,Bar - Brasserie - Tabac,50,Vente bar clés en main 75011 Parmentier Oberkampf,,2000
383600,2200612,Bar - Brasserie - Tabac,90,Vente FDC bar à vins axe très passant à Paris,,
704600,2200607,Bar - Brasserie - Tabac,200,Vente bar brasserie avec terrasse à Paris 75017,,
1000000,2200126,Bar - Brasserie - Tabac,0,Vente bar brasserie Cirque d'Hiver 75011 Paris,75011,
168000,2198183,Bar - Brasserie - Tabac,65,Vente brasserie bar avec terrasse à Paris 75012,,2400
384527,2197937,Bar - Brasserie - Tabac,30,AV bar top emplacement Paris Rive Droite Marais,,1396
255000,2197182,Bar - Brasserie - Tabac,120,Vente brasserie bar grande terrasse Paris 75012,,2240
437524,2196956,Bar - Brasserie - Tabac,118,AV bar brasserie super emplacement nord de Paris,,
1067793,2196493,Bar - Brasserie - Tabac,122,Vente superbe bar brasserie en angle empl N1 Paris,,4797
490500,2196490,Bar - Brasserie - Tabac,110,Vente brasserie à Paris Rive Droite 75010,,3667
320000,2195150,Bar - Brasserie - Tabac,0,Vend brasserie lic IV à Paris 13 quartier Gobelins,,
437524,2193363,Bar - Brasserie - Tabac,90,Vente magnifique brasserie d'angle Paris Jourdain,,2056
230000,2193302,Bar - Brasserie - Tabac,35,Vente fonds de commerce bar Licence IV Assas 75006,,1566
237000,2192432,Bar - Brasserie - Tabac,100,Vente bar licence IV quartier Ledru Rollin Paris,,
331524,2192107,Bar - Brasserie - Tabac,100,Vente pub rue commerçante dynamique de Paris,,3000
578800,2161953,Bar - Brasserie - Tabac,60,Vend bar brasserie licence IV VAE à Paris 75015,,
234960,2173294,Bar - Brasserie - Tabac,70,Vente bar avec licence IV à Paris 75011 empl N° 1,,
1272000,2191398,Bar - Brasserie - Tabac,0,Vente brasserie angle de rue Rive Gauche Paris,,5060
400000,2191069,Bar - Brasserie - Tabac,150,AV fonds commerce Lafayette Cadet Maubeuge 75009,,4470
749000,2189792,Bar - Brasserie - Tabac,200,Vend brasserie d'angle licence 4 appart à Paris 10,,3000
761200,2188720,Bar - Brasserie - Tabac,200,Vend magnifique bar brasserie licence iv Paris 20,,4167
1150000,2188447,Bar - Brasserie - Tabac,210,Vente bar restaurant Paris Magenta Lafayette 75010,,
238000,2188030,Bar - Brasserie - Tabac,0,Vente brasserie à Paris 75015 porte de Versailles,,
469000,2187964,Bar - Brasserie - Tabac,200,Vente brasserie licence 4 rue passante 75008,,4800
750000,2186793,Bar - Brasserie - Tabac,150,Vente brasserie d'angle terrasse à Paris 75014,,2652
305000,2186011,Bar - Brasserie - Tabac,100,Vente brasserie à Paris 19 quartier dynamique,,
396000,2184928,Bar - Brasserie - Tabac,89,Vente magnifique bar brasserie L.IV d'angle 75017,,3137
227640,2184686,Bar - Brasserie - Tabac,100,Vente café bar restaurant à Paris Est,,
621760,2184219,Bar - Brasserie - Tabac,70,Vente FDC bar pur quartier recherché à Paris,,
560000,2183605,Bar - Brasserie - Tabac,128,Vente bar brasserie licence IV à Paris 75011,,
1585700,2183086,Bar - Brasserie - Tabac,35,Vente bar brasserie 60 places + terrasse à Paris,,2510
1275000,2183058,Bar - Brasserie - Tabac,300,Vente bar brasserie d'angle boulevard à Paris,,
504000,2183025,Bar - Brasserie - Tabac,0,Vend belle brasserie terrasse à rénover à Paris,,3500
537000,2182274,Bar - Brasserie - Tabac,70,Vente brasserie Paris 75015 Quartier Convention,,
543000,2179383,Bar - Brasserie - Tabac,83,Vente bar brasserie ambiance de quartier à Paris,,2833
230000,2179117,Bar - Brasserie - Tabac,80,Vente bar licence IV 80m² à Paris 75018,,
295920,2179092,Bar - Brasserie - Tabac,77,Cession bar pur quartier très demandé Paris 75011,,
179200,2171565,Bar - Brasserie - Tabac,47,Vente bistrot bar à Paris quartier Aligre 75012,75012,1600
330000,2177533,Bar - Brasserie - Tabac,105,AV belle brasserie quartier dynamique Paris 75015,,4500
340000,2176756,Bar - Brasserie - Tabac,100,Vente bar restaurant d'angle lic IV 75018,,2150
437524,2176109,Bar - Brasserie - Tabac,145,Vente FDC bar licence IV quartier très animé Paris,,1600
466000,2175428,Bar - Brasserie - Tabac,90,Cède FDC café à Paris Villiers Europe St Lazare,75008,1860
585000,2174764,Bar - Brasserie - Tabac,90,Vente  brasserie d'angle Bon CA Pernety 75014,,3300
848000,2174456,Bar - Brasserie - Tabac,232,Cession FDC bar restaurant quartier animé de Paris,,
1431000,2173193,Bar - Brasserie - Tabac,236,Cession bar restaurant quartier animé de Paris,,
643200,2173192,Bar - Brasserie - Tabac,130,Vente belle brasserie avec belle terrasse à Paris,,
478000,2171409,Bar - Brasserie - Tabac,100,Vente bistrot à Paris 75003 Le Marais,,
331527,2171148,Bar - Brasserie - Tabac,90,Vend bistrot lic IV 90m² terrasse extraction Paris,,1222
550000,2170787,Bar - Brasserie - Tabac,0,Vente bar restaurant de 70m² à Paris centre,,
602800,2169195,Bar - Brasserie - Tabac,170,Vente bar quartier recherché Montorgueil 75002,,
379400,2169186,Bar - Brasserie - Tabac,50,Vente bar à vins à Paris 75009,,
299400,2168715,Bar - Brasserie - Tabac,73,Vend bar licence IV quartier dynamique à Paris 10,,
433600,2168617,Bar - Brasserie - Tabac,60,Vente magnifique bar brasserie à Paris centre,,
537500,2168496,Bar - Brasserie - Tabac,100,Vente bar pub terrasse à Paris 75009 Pigalle,,
243000,2167863,Bar - Brasserie - Tabac,60,Vente fonds de commerce d'un très joli bar à vins,,
597000,2166940,Bar - Brasserie - Tabac,70,Vente bar brasserie FDJ PMU sortie de métro 75009,,3361
320924,2166937,Bar - Brasserie - Tabac,130,Vente bar brasserie belle limonade Est Parisien,,2400
545000,2166276,Bar - Brasserie - Tabac,95,Vente superbe bar licence IV restaurant 75009,,3254
1038000,2166153,Bar - Brasserie - Tabac,0,Vente bar tabac loto loterie PMU d'angle à Paris,,
373924,2165726,Bar - Brasserie - Tabac,98,Vente bar brasserie empl N°1 petit loyer à Paris,,1442
370000,2165276,Bar - Brasserie - Tabac,0,Vente bar brasserie 150m² 75003 Paris Marais,,
