chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
5,340,795000,9,bien-exception-1375922,Propriété Laon - 5 chambres - 340m²,02000,PROPRIETE,MERCURE FORBES GLOBAL PROPERTIES PICARDIE,Laon,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-laon-02-propriete-de-luxe/d137/1375922/591af541ed148d736cddf746c983dbd5_8c315c3ed49955190e12019b97d5bb7f_apx_1024_.jpg
5,200,985500,6,bien-exception-1369929,Maison Soissons - 5 chambres,02200,MAISON,Propriétés Privées,Soissons,MAISON_DE_LUXE,https://www.bellespierres.com/photo-soissons-02-maison-de-luxe/d136/1369929/270f553043e21ec364cd5574c701dbae_2fac906cade5bc398ecd0044870b72cd_apx_1024_.jpg
9,300,500000,11,bien-exception-1365927,Appartement Saint-Quentin - 9 chambres - 300m²,02100,APPARTEMENT,Abriculteurs,Saint-Quentin,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-saint-quentin-02-appartement-de-luxe/d136/1365927/6587bbcc3b2093afbe8145af92cef009_d36b59e27d3a7b95b1a5e4620216914e_apx_1024_.jpg
8,440,875000,14,bien-exception-1364373,Propriété Laon - 8 chambres - 440m²,02000,PROPRIETE,MERCURE FORBES GLOBAL PROPERTIES PICARDIE,Laon,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-laon-02-propriete-de-luxe/d136/1364373/a48f1d9369d8c7220e980869ae4e463c_0a8de901e75e23bd7c4f0bf782e8d673_apx_1024_.jpg
5,241,717000,8,bien-exception-1363616,Maison Saint-Quentin - 5 chambres,02100,MAISON,Propriétés Privées,Saint-Quentin,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-quentin-02-maison-de-luxe/d136/1363616/3571323438898a8a8863d65fdd7ab3fd_d5006e11d2dd3c210acd676d4299ad67_apx_1024_.jpg
8,750,948000,16,bien-exception-1362635,Maison Laon - 8 chambres - 750m²,02000,MAISON,CÔTÉ FRANCE IMMOBILIER,Laon,MAISON_DE_LUXE,https://www.bellespierres.com/photo-laon-02-maison-de-luxe/d136/1362635/266cfa817dc5c30e1ca79be52c2c9bf6_0ef89186d2c11d50feb5a8584e8e63be_apx_1024_.jpg
5,270,550000,11,bien-exception-1362305,Maison Saint-Quentin - 5 chambres,02100,MAISON,Propriétés Privées,Saint-Quentin,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-quentin-02-maison-de-luxe/d136/1362305/8d991c257f9240126b57ec5177229142_fddcdb0a875e76945a51b89118f58486_apx_1024_.jpg
6,350,490000,10,bien-exception-1361884,Maison Soissons - 6 chambres,02200,MAISON,Propriétés Privées,Soissons,MAISON_DE_LUXE,https://www.bellespierres.com/photo-soissons-02-maison-de-luxe/d136/1361884/b0e8529ee0700070392ac571465fa426_06efd157cec02674d805936a20b01ee6_apx_1024_.jpg
6,373,820000,10,bien-exception-1361482,Propriété Longpont - 6 chambres,02600,PROPRIETE,Propriétés Privées,Longpont,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-longpont-02-propriete-de-luxe/d136/1361482/f156e84d64f23030c5cd2235634c0191_a4e0d142cccd4a55e76f55351a7dab87_apx_1024_.jpg
0,1000,572000,4,bien-exception-1360960,Maison Hirson,02500,MAISON,Propriétés Privées,Hirson,MAISON_DE_LUXE,https://www.bellespierres.com/photo-hirson-02-maison-de-luxe/d136/1360960/1ddbfe4cd0c9c8b6b71c05536c2010c6_d63c17af00863ff0ef95f82a797acfed_apx_1024_.jpg
