chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
5,265,855000,7,bien-exception-1375975,Villa Fontenay-le-Comte - 5 chambres,85200,VILLA,Espaces Atypiques,Fontenay-le-Comte,VILLA,https://www.bellespierres.com/photo-fontenay-le-comte-85-villa/d137/1375975/079b537d11a4583d7fdcdb1be7aa6ab9_34e16990cf55f811bf97c2a8f126ed9d_apx_1024_.jpg
4,245,668500,9,bien-exception-1375972,Villa Les Achards - 4 chambres,85150,VILLA,Espaces Atypiques,Les Achards,VILLA,https://www.bellespierres.com/photo-les-achards-85-villa/d137/1375972/671cae5973547e73c6b73f25426a3130_f5f2a75c2008ed7d33d9383f09217a3c_apx_1024_.jpg
8,450,1149000,15,bien-exception-1375971,Villa La Roche-sur-Yon - 8 chambres,85000,VILLA,Espaces Atypiques,La Roche-sur-Yon,VILLA,https://www.bellespierres.com/photo-la-roche-sur-yon-85-villa/d137/1375971/214222bf1de7767f193f4e89bbf58fd4_ba78c8a110c2f6d600be0cb6de93fcde_apx_1024_.jpg
6,202,737000,10,bien-exception-1375970,Villa Brem-sur-Mer - 6 chambres,85470,VILLA,Espaces Atypiques,Brem-sur-Mer,VILLA,https://www.bellespierres.com/photo-brem-sur-mer-85-villa/d137/1375970/5a8890c58a391c0da03174ab4d806b8a_e2afe42e9bb788e2ac122ecd13762c46_apx_1024_.jpg
4,168,905000,5,bien-exception-1375968,Villa Les Sables-d'Olonne - 4 chambres,85100,VILLA,Espaces Atypiques,Les Sables-d'Olonne,VILLA,https://www.bellespierres.com/photo-les-sables-d-olonne-85-villa/d137/1375968/515efa3a7a4c04ff27ea6aa68672c177_21289e315a1b60feeb8e1042f24202a9_apx_1024_.jpg
5,288,738000,9,bien-exception-1375964,Villa Moutiers-les-Mauxfaits - 5 chambres,85540,VILLA,Espaces Atypiques,Moutiers-les-Mauxfaits,VILLA,https://www.bellespierres.com/photo-moutiers-les-mauxfaits-85-villa/d137/1375964/c92dee65fabca5d10e1136066e63ce9b_8ab98141740961fc8a0817ec8d2d9a68_apx_1024_.jpg
6,195,1552500,8,bien-exception-1375945,Maison Noirmoutier-en-l'Île - 6 chambres,85330,MAISON,PRESTIGE by Arthurimmo,Noirmoutier-en-l'Île,MAISON_DE_LUXE,https://www.bellespierres.com/photo-noirmoutier-en-l-ile-85-maison-de-luxe/d137/1375945/483cc24f6430c5703d9e4bd3fc2f6c0f_3619d81e250cfa227c4a4a4de5bbc6d9_apx_1024_.jpg
4,180,595000,6,bien-exception-1375766,Maison Le Perrier - 4 chambres,85300,MAISON,PRESTIGE by Arthurimmo,Le Perrier,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-perrier-85-maison-de-luxe/d137/1375766/b3bc06d9bdbfa321cd294e87ca9a465b_f4eb818c1ce3e1f9911ef54e0a9b751b_apx_1024_.jpg
3,117,525000,1,bien-exception-1375765,Maison Saint-Jean-de-Monts - 3 chambres,85160,MAISON,PRESTIGE by Arthurimmo,Saint-Jean-de-Monts,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-jean-de-monts-85-maison-de-luxe/d137/1375765/8f445ce6cf1a24b24514cca694b6bb26_3c275e4f4dc31eae4ac5d5a959a2b041_apx_1024_.jpg
4,168,787500,8,bien-exception-1375764,Maison La Guérinière - 4 chambres,85680,MAISON,PRESTIGE by Arthurimmo,La Guérinière,MAISON_DE_LUXE,https://www.bellespierres.com/photo-la-gueriniere-85-maison-de-luxe/d137/1375764/592eb5394bcc4a7c1dae48b08add7fb6_111d8b6f0d2e3812c778054f565cd754_apx_1024_.jpg
