chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
0,147,519000,6,bien-exception-1373388,Maison Charly-Oradour - 147m²,57640,MAISON,IMMO DIFFUSION,Charly-Oradour,MAISON_DE_LUXE,https://www.bellespierres.com/photo-charly-oradour-57-maison-de-luxe/d137/1373388/fb732e30d5953d23bf0726ddd9cf689c_c393be96f0ccf4fcbb587bc9c50a8f93_apx_1024_.jpg
0,254,595000,8,bien-exception-1371466,Maison Metz - 254m²,57000,MAISON,IMMO DIFFUSION,Metz,MAISON_DE_LUXE,https://www.bellespierres.com/photo-metz-57-maison-de-luxe/d137/1371466/f882cf8b0e1dea18c499c388b18a3821_0d6995cb678e161c811e9e0777c935d3_apx_1024_.jpg
4,208,654000,8,bien-exception-1370656,Maison Marly - 4 chambres - 208m²,57155,MAISON,IMMO RESEAU COMMERCES,Marly,MAISON_DE_LUXE,https://www.bellespierres.com/photo-marly-57-maison-de-luxe/d137/1370656/bc84be0b682d617a4981365d858ffae8_17f036d5d81b7cba2464f3e18ea3817f_apx_1024_.jpg
3,172,525000,5,bien-exception-1366974,Appartement Metz - 3 chambres,57000,APPARTEMENT,Propriétés Privées,Metz,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-metz-57-appartement-de-luxe/d136/1366974/27a25c85c4db76fc6d2fb90bcbd592f1_42ab14e1f9e042622d4a511d27b61e01_apx_1024_.jpg
4,220,843000,8,bien-exception-1365699,Maison Metz - 4 chambres,57000,MAISON,Propriétés Privées,Metz,MAISON_DE_LUXE,https://www.bellespierres.com/photo-metz-57-maison-de-luxe/d136/1365699/9af9e755cdac658983261a19819995c0_1c2f1704f5e57513fe45e5e05acc266d_apx_1024_.jpg
18,2000,2100000,21,bien-exception-1363605,Propriété Sarrebourg - 18 chambres,57400,PROPRIETE,Propriétés Privées,Sarrebourg,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-sarrebourg-57-propriete-de-luxe/d136/1363605/75272bab1dcd3599f9d2e686638b2173_8d25b3305cfcdaba6d756ee10542a83e_apx_1024_.jpg
4,147,495000,6,bien-exception-1361247,Maison Marly - 4 chambres,57155,MAISON,Propriétés Privées,Marly,MAISON_DE_LUXE,https://www.bellespierres.com/photo-marly-57-maison-de-luxe/d136/1361247/04627a9118d54a161835c992f52c01f3_b590829e474622d132924e53eb04a173_apx_1024_.jpg
3,138,535000,5,bien-exception-1361225,Maison Marly - 3 chambres,57155,MAISON,Propriétés Privées,Marly,MAISON_DE_LUXE,https://www.bellespierres.com/photo-marly-57-maison-de-luxe/d136/1361225/5f289e6386aaa019c4ac82826f6db40d_1ac2a9505778322fd4584d84412580da_apx_1024_.jpg
4,242,750000,7,bien-exception-1360922,Appartement Metz - 4 chambres,57000,APPARTEMENT,Propriétés Privées,Metz,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-metz-57-appartement-de-luxe/d136/1360922/39a7ebc0d150c2f48970bf6d9fa7bd75_f6b87e7a382b4b8fe997e5195b282cb1_apx_1024_.jpg
10,440,662000,16,bien-exception-1346036,Propriété Raville - 10 chambres - 440m²,57530,PROPRIETE,IMMO RESEAU COMMERCES,Raville,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-raville-57-propriete-de-luxe/d134/1346036/3ab0b31db66fb2a4372d4e88cd77fa3b_179210029629ed7d51db5f01302f05f2_apx_1024_.jpg
