chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
3,129,654000,4,bien-exception-1375590,Appartement Amiens - 3 chambres - 129m²,80000,APPARTEMENT,DR HOUSE IMMOBILIER,Amiens,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-amiens-80-appartement-de-luxe/d137/1375590/6288b6f0082d32655a0fdf4556dbccda_877092308beebbd361c29bf7a434983b_apx_1024_.jpg
10,390,550000,16,bien-exception-1374401,Propriété Liancourt-Fosse - 10 chambres - 390m²,80700,PROPRIETE,IMMO RESEAU COMMERCES,Liancourt-Fosse,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-liancourt-fosse-80-propriete-de-luxe/d137/1374401/247e1b24397cacb073c54e89554ce697_d8df58c1c1e10b3e85bb0b2101d99915_apx_1024_.jpg
6,330,799000,12,bien-exception-1371036,Château Ault - 6 chambres - 330m²,80460,CHATEAU,MERCURE FORBES GLOBAL PROPERTIES NORD-PAS-DE-CALAIS,Ault,CHATEAU,https://www.bellespierres.com/photo-ault-80-chateau/d137/1371036/1966604f94a3f44fba4a5ee58ac0fdd0_4bce86b607ce0a027dc5b1039fe0bfd6_apx_1024_.jpg
0,1883,2072000,0,bien-exception-1365019,Maison Moreuil,80110,MAISON,Propriétés Privées,Moreuil,MAISON_DE_LUXE,https://www.bellespierres.com/photo-moreuil-80-maison-de-luxe/d136/1365019/cd550859524573e6c087bd62fb839c8e_434c27caa736b858eace2c325861cba3_apx_1024_.jpg
9,240,698000,12,bien-exception-1362237,Maison Le Crotoy - 9 chambres,80550,MAISON,Propriétés Privées,Le Crotoy,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-crotoy-80-maison-de-luxe/d136/1362237/3158b7e36c2399d45d18ffef91c45623_fddc04dcdf67ea2c02f45f2f87deea99_apx_1024_.jpg
0,1200,1350700,21,bien-exception-1361825,Maison Amiens,80000,MAISON,Propriétés Privées,Amiens,MAISON_DE_LUXE,https://www.bellespierres.com/photo-amiens-80-maison-de-luxe/d136/1361825/f42069de611a80644ccddb3b3578c6fc_3ff9bf4febd37dbb28bd704f6c3b1bb2_apx_1024_.jpg
6,346,690000,12,bien-exception-1361270,Maison Arvillers - 6 chambres,80910,MAISON,Propriétés Privées,Arvillers,MAISON_DE_LUXE,https://www.bellespierres.com/photo-arvillers-80-maison-de-luxe/d136/1361270/addef0d15fa67943cb11740b3176bced_5f9d918d34baebb1c427718775688e87_apx_1024_.jpg
6,250,690000,12,bien-exception-1333205,Hôtel particulier Abbeville - 6 chambres - 250m²,80100,HOTEL PARTICULIER,MERCURE FORBES GLOBAL PROPERTIES NORD-PAS-DE-CALAIS,Abbeville,HOTEL_PARTICULIER,https://www.bellespierres.com/photo-abbeville-80-hotel-particulier/d133/1333205/4e407d0c9d69bc46c5604e2d7b526c62_4f81bb8741c3bbd9a3eba034e9fb5c18_apx_1024_.jpg
4,250,790000,7,bien-exception-1329527,Propriété équestre Crécy-en-Ponthieu - 4 chambres - 250m²,80150,PROPRIETE EQUESTRE,MERCURE FORBES GLOBAL PROPERTIES NORD-PAS-DE-CALAIS,Crécy-en-Ponthieu,PROPRIETES_EQUESTRES,https://www.bellespierres.com/photo-crecy-en-ponthieu-80-proprietes-equestres/d132/1329527/551b999a54860b0e659d2cfe405b2d33_f445f170ec85ddb281cb0aef87516d51_apx_1024_.jpg
