chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
8,310,599000,12,bien-exception-1375992,Maison Saint-Barthélemy-de-Vals - 8 chambres - 310m²,26240,MAISON,IKAMI,Saint-Barthélemy-de-Vals,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-barthelemy-de-vals-26-maison-de-luxe/d137/1375992/65f1c0ec7b3f3be70ab1eac4809e7913_6c6a5bc5fef86cabe2977cd257470a27_apx_1024_.jpg
3,147,539000,5,bien-exception-1375898,Maison Montboucher-sur-Jabron - 3 chambres,26740,MAISON,Propriétés Privées,Montboucher-sur-Jabron,MAISON_DE_LUXE,https://www.bellespierres.com/photo-montboucher-sur-jabron-26-maison-de-luxe/d137/1375898/684361a206fc9403509a3912adbedd17_7e56ba8c50a10e27a335048b10e5e838_apx_1024_.jpg
6,515,1590000,12,bien-exception-1375526,Hôtel particulier Montélimar - 6 chambres - 515m²,26200,HOTEL PARTICULIER,Mercure Lyon-Rhône Alpes,Montélimar,HOTEL_PARTICULIER,https://www.bellespierres.com/photo-montelimar-26-hotel-particulier/d137/1375526/61a39e2bda832d8f75e27e97edc22f95_7e0cf8da831a0764711732a954943577_apx_1024_.jpg
3,300,1850000,7,bien-exception-1375342,Propriété Salles-sous-Bois - 3 chambres,26770,PROPRIETE,Propriétés Privées,Salles-sous-Bois,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-salles-sous-bois-26-propriete-de-luxe/d137/1375342/035bc22b8a285f1f90b76791d44085c2_bacc67173e66e6a8769e6d22f3b3df7f_apx_1024_.jpg
13,780,3200000,21,bien-exception-1375104,Propriété Valaurie - 13 chambres - 780m²,26230,PROPRIETE,JANSSENS IMMOBILIER - VAISON LA ROMAINE,Valaurie,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-valaurie-26-propriete-de-luxe/d137/1375104/34afd32b274445221de8c31795f9232a_786a715ae177539bc9cf0f34d27bec34_apx_1024_.jpg
23,1285,4390000,21,bien-exception-1375102,Maison Valaurie - 23 chambres - 1285m²,26230,MAISON,JANSSENS IMMOBILIER - VAISON LA ROMAINE,Valaurie,MAISON_DE_LUXE,https://www.bellespierres.com/photo-valaurie-26-maison-de-luxe/d137/1375102/d6447ac52c0a202900ed69f0d9f65af8_eefbc7db2b1da06ba3ef557648f7bec8_apx_1024_.jpg
6,625,1098000,15,bien-exception-1375091,Maison Montélimar - 6 chambres - 625m²,26200,MAISON,Espaces Atypiques drome ardeche,Montélimar,MAISON_DE_LUXE,https://www.bellespierres.com/photo-montelimar-26-maison-de-luxe/d137/1375091/134419dd2022327c40384fafaeac9b9a_b415789d6ad574bfb2812d6b345c418e_apx_1024_.jpg
0,330,795000,7,bien-exception-1375087,Maison Alixan - 330m²,26300,MAISON,IMMO DIFFUSION,Alixan,MAISON_DE_LUXE,https://www.bellespierres.com/photo-alixan-26-maison-de-luxe/d137/1375087/02d22c7941cfc39e72d047f551e185cc_cc649feefdf294655aa9c9cced512dd3_apx_1024_.jpg
5,500,900000,14,bien-exception-1375055,Propriété Saillans - 5 chambres - 500m²,26340,PROPRIETE,RÉSEAU SWIXIM,Saillans,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-saillans-26-propriete-de-luxe/d137/1375055/b8bcf704c5358236e350a9e9a57bcafe_42b197a9a04dacb80899738fabb15c38_apx_1024_.jpg
6,362,1850000,9,bien-exception-1375012,Maison Vinsobres - 6 chambres - 362m²,26110,MAISON,IKAMI,Vinsobres,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vinsobres-26-maison-de-luxe/d137/1375012/b366e9d3c3603087dae820997b3b66d8_34488609db306a53787d7f5dae9278cf_apx_1024_.jpg
5,300,748000,8,bien-exception-1374944,Maison Condillac - 5 chambres - 300m²,26740,MAISON,IKAMI,Condillac,MAISON_DE_LUXE,https://www.bellespierres.com/photo-condillac-26-maison-de-luxe/d137/1374944/c7a49aabde7a04fd02a7276e95a26fe7_92d059b1e912056d6decb829bc559b15_apx_1024_.jpg
0,480,670000,13,bien-exception-1374608,Maison La Baume-de-Transit,26790,MAISON,Propriétés Privées,La Baume-de-Transit,MAISON_DE_LUXE,https://www.bellespierres.com/photo-la-baume-de-transit-26-maison-de-luxe/d137/1374608/eed4368ab5b37ceb0e7efbcfde64b3c3_7aa3d49f7ef914b2674f0c1733c8a859_apx_1024_.jpg
5,257,767000,7,bien-exception-1374166,Maison Clérieux - 5 chambres - 257m²,26260,MAISON,IKAMI,Clérieux,MAISON_DE_LUXE,https://www.bellespierres.com/photo-clerieux-26-maison-de-luxe/d137/1374166/b2a94c62a09d115b4516b6d1e9711981_ab7b937b1de3f6c74a24dfe3927986fd_apx_1024_.jpg
4,168,660000,6,bien-exception-1373794,Maison Crest - 4 chambres - 168m²,26400,MAISON,IKAMI,Crest,MAISON_DE_LUXE,https://www.bellespierres.com/photo-crest-26-maison-de-luxe/d137/1373794/249fee07aa024cdb7c4d3c97a6a8fc09_0daae32e2ce21982b208466cc5a6570e_apx_1024_.jpg
6,227,690000,9,bien-exception-1373524,Maison Eurre - 6 chambres - 227m²,26400,MAISON,IKAMI,Eurre,MAISON_DE_LUXE,https://www.bellespierres.com/photo-eurre-26-maison-de-luxe/d137/1373524/58b95ec14fe309ec7ae2d5dff80fb9c0_b33afb698a52f6945cca3f69cb08d289_apx_1024_.jpg
