chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
5,162,849000,7,bien-exception-1376011,Appartement Versailles - 5 chambres,78000,APPARTEMENT,Propriétés Privées,Versailles,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-versailles-78-appartement-de-luxe/d137/1376011/cc64234eae027548de5d0a1ec22085cc_03ae1a23b50a52fde3df3e7bf5e8b120_apx_1024_.jpg
5,120,835000,8,bien-exception-1375987,Villa Maisons-Laffitte - 5 chambres - 120m²,78600,VILLA,DR HOUSE IMMOBILIER,Maisons-Laffitte,VILLA,https://www.bellespierres.com/photo-maisons-laffitte-78-villa/d137/1375987/df358d3749a6012d1ab60a72956e1c08_a5f7fd9743cb4c6c0075bfe03d977c4a_apx_1024_.jpg
6,260,850000,9,bien-exception-1375897,Maison Houdan - 6 chambres,78550,MAISON,Propriétés Privées,Houdan,MAISON_DE_LUXE,https://www.bellespierres.com/photo-houdan-78-maison-de-luxe/d137/1375897/e77cdc9c4c1f23f713f4aa4f08e43ff0_e3454b20e97de67e42f3385e0de4a747_apx_1024_.jpg
5,223,1400000,8,bien-exception-1375750,Propriété Louveciennes - 5 chambres,78430,PROPRIETE,Propriétés Privées,Louveciennes,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-louveciennes-78-propriete-de-luxe/d137/1375750/bf41f3f2c2caa9490ae0edbb7856d46e_2fcffc539cb08f4f275095c546736159_apx_1024_.jpg
4,142,936000,7,bien-exception-1375744,Maison La Celle-Saint-Cloud - 4 chambres,78170,MAISON,Propriétés Privées,La Celle-Saint-Cloud,MAISON_DE_LUXE,https://www.bellespierres.com/photo-la-celle-saint-cloud-78-maison-de-luxe/d137/1375744/53107566a4d610f2a7c3de89d0c75778_d06a9b4f8255dceee18ba35155a542e7_apx_1024_.jpg
3,100,799000,5,bien-exception-1375643,Maison Maisons-Laffitte - 3 chambres - 100m²,78600,MAISON,AGENCE PRINCIPALE MAISONS LAFFITTE,Maisons-Laffitte,MAISON_DE_LUXE,https://www.bellespierres.com/photo-maisons-laffitte-78-maison-de-luxe/d137/1375643/ac7fce63870241da2c0dc7db760c7451_56a3a970f23f88183c269cfbd6e2a294_apx_1024_.jpg
3,125,855000,5,bien-exception-1375642,Maison Maisons-Laffitte - 3 chambres - 125m²,78600,MAISON,AGENCE PRINCIPALE MAISONS LAFFITTE,Maisons-Laffitte,MAISON_DE_LUXE,https://www.bellespierres.com/photo-maisons-laffitte-78-maison-de-luxe/d137/1375642/e95889bd81e454d75f85c173f8b85b2d_708b46b1bc9cb6b369d5a80893eb0937_apx_1024_.jpg
4,125,1164000,6,bien-exception-1375641,Appartement Maisons-Laffitte - 4 chambres - 125m²,78600,APPARTEMENT,AGENCE PRINCIPALE MAISONS LAFFITTE,Maisons-Laffitte,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-maisons-laffitte-78-appartement-de-luxe/d137/1375641/97bba68d20e82dbd3fee9278de5cabf3_f43a36c086364aa1ea008199bf77dc47_apx_1024_.jpg
3,136,840000,5,bien-exception-1375640,Maison Maisons-Laffitte - 3 chambres - 136m²,78600,MAISON,AGENCE PRINCIPALE MAISONS LAFFITTE,Maisons-Laffitte,MAISON_DE_LUXE,https://www.bellespierres.com/photo-maisons-laffitte-78-maison-de-luxe/d137/1375640/f6a87608aec8d1e29ccf4525001f1549_b8d7aae1c0381b5b3c1de75275b0fefc_apx_1024_.jpg
5,238,889000,8,bien-exception-1375490,Maison Brueil-en-Vexin - 5 chambres,78440,MAISON,Propriétés Privées,Brueil-en-Vexin,MAISON_DE_LUXE,https://www.bellespierres.com/photo-brueil-en-vexin-78-maison-de-luxe/d137/1375490/33ad4edbc4bbe697235c3fce2b32d4b2_6983c23b2a0bfc5b44ecb08915d884db_apx_1024_.jpg
4,136,810000,6,bien-exception-1375475,Maison Rambouillet - 4 chambres,78120,MAISON,Propriétés Privées,Rambouillet,MAISON_DE_LUXE,https://www.bellespierres.com/photo-rambouillet-78-maison-de-luxe/d137/1375475/6bd7b45f58bb9245027814ad00407243_3d3143add1c7505a3c920cddabcfb977_apx_1024_.jpg
5,172,850000,7,bien-exception-1375411,Maison Le Mesnil-le-Roi - 5 chambres - 172m²,78600,MAISON,AGENCE PRINCIPALE MAISONS LAFFITTE,Le Mesnil-le-Roi,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-mesnil-le-roi-78-maison-de-luxe/d137/1375411/e5ec4c1f0f92d9e6ed5cab257d1a674a_53273fcae59bf5768e89cd306e209d6c_apx_1024_.jpg
4,213,1280000,7,bien-exception-1375107,Maison Orgeval - 4 chambres - 213m²,78630,MAISON,PARIS OUEST SOTHEBY'S INTERNATIONAL REALTY,Orgeval,MAISON_DE_LUXE,https://www.bellespierres.com/photo-orgeval-78-maison-de-luxe/d137/1375107/41923e6bca743faabf723c17f5fb2236_edc8b4d8ff810fb25b84ea9e1b3137b0_apx_1024_.jpg
3,180,1190000,6,bien-exception-1375063,Maison Montfort-l'Amaury - 3 chambres - 180m²,78490,MAISON,PARIS OUEST SOTHEBY'S INTERNATIONAL REALTY,Montfort-l'Amaury,MAISON_DE_LUXE,https://www.bellespierres.com/photo-montfort-l-amaury-78-maison-de-luxe/d137/1375063/dbf4dccfbb693e15a0897f62d29a0653_8d771d6bb8c3dabf00c99f335b72f7e7_apx_1024_.jpg
5,160,875000,7,bien-exception-1374998,Maison Aigremont - 5 chambres - 160m²,78240,MAISON,CABINET DESCOLAS,Aigremont,MAISON_DE_LUXE,https://www.bellespierres.com/photo-aigremont-78-maison-de-luxe/d137/1374998/1cccd5a4d94bda8ac2b33589494598e4_a56ea7e429552bfc58e74ef43a976b63_apx_1024_.jpg
4,135,890000,7,bien-exception-1374958,Maison Le Pecq - 4 chambres - 135m²,78230,MAISON,Agence des Sablons,Le Pecq,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-pecq-78-maison-de-luxe/d137/1374958/de9781fbfc8d6427172c84211301bd79_fc4b1e0a708471e74fb03756d9b5c571_apx_1024_.jpg
5,180,1600000,8,bien-exception-1374957,Maison Le Vésinet - 5 chambres - 180m²,78110,MAISON,Agence des Sablons,Le Vésinet,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-vesinet-78-maison-de-luxe/d137/1374957/6e84372e0fa134323d558574287cda87_6e682763caaf0673497ec5f3c743bd0b_apx_1024_.jpg
6,300,2480000,10,bien-exception-1374956,Maison Le Vésinet - 6 chambres - 300m²,78110,MAISON,Agence des Sablons,Le Vésinet,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-vesinet-78-maison-de-luxe/d137/1374956/4df98016d8b34d602e61bb33081f696a_07895a3763fc50bdb3eb4c87a5b83212_apx_1024_.jpg
4,145,1100000,8,bien-exception-1374955,Maison Le Vésinet - 4 chambres - 145m²,78110,MAISON,Agence des Sablons,Le Vésinet,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-vesinet-78-maison-de-luxe/d137/1374955/8e5d7d2ac6c1aba3fc4eedbded51f8c6_46a7ebf5db010bd4db2e808202e79822_apx_1024_.jpg
8,440,1399000,13,bien-exception-1374816,Villa Les Alluets-le-Roi - 8 chambres - 440m²,78580,VILLA,DR HOUSE IMMOBILIER,Les Alluets-le-Roi,VILLA,https://www.bellespierres.com/photo-les-alluets-le-roi-78-villa/d137/1374816/c80b2890b23fb4fe91cba82fe2f60757_d4acb4330d920f803e4fc44aa3aa49cd_apx_1024_.jpg
4,144,830000,6,bien-exception-1374807,Appartement Le Vésinet - 4 chambres - 144m²,78110,APPARTEMENT,Agence Lorin,Le Vésinet,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-le-vesinet-78-appartement-de-luxe/d137/1374807/7b6b2b8774cc415ddcb5778b443afbe9_db490a958c4ade39c541be03e6cfbd88_apx_1024_.jpg
4,148,1130000,7,bien-exception-1374806,Maison Le Vésinet - 4 chambres - 148m²,78110,MAISON,Agence Lorin,Le Vésinet,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-vesinet-78-maison-de-luxe/d137/1374806/aaf44f2d6e0e6064511423016f5fd3e5_fe40eedcc8b99c5c22b86485e22a9dc7_apx_1024_.jpg
4,179,943500,7,bien-exception-1374796,Maison Montesson - 4 chambres - 179m²,78360,MAISON,AGENCE PRINCIPALE CHATOU,Montesson,MAISON_DE_LUXE,https://www.bellespierres.com/photo-montesson-78-maison-de-luxe/d137/1374796/94e16c0f8689e98fc0a2ad5f06438273_659e7f2b21f57b596883d1bc4676ec51_apx_1024_.jpg
4,96,980000,6,bien-exception-1374337,Maison Versailles - 4 chambres,78000,MAISON,Propriétés Privées,Versailles,MAISON_DE_LUXE,https://www.bellespierres.com/photo-versailles-78-maison-de-luxe/d137/1374337/0ab6e65002500cfde40135258742ab37_cc2c5137ed02ec8fc29ed5ed2296ef70_apx_1024_.jpg
3,143,1190000,5,bien-exception-1374284,Maison Le Vésinet - 3 chambres - 143m²,78110,MAISON,Agence Lorin,Le Vésinet,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-vesinet-78-maison-de-luxe/d137/1374284/1406be44f53003096c1f0420926437b7_9aa9498383768d114623c7411a11ec5c_apx_1024_.jpg
4,122,1150000,6,bien-exception-1373967,Appartement Saint-Germain-en-Laye - 4 chambres - 122m²,78100,APPARTEMENT,Cabinet Bonnenfant,Saint-Germain-en-Laye,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-saint-germain-en-laye-78-appartement-de-luxe/d137/1373967/e1a6356103542d472be5fe30da6838cf_725b8d4b4a6a4ec570220386f4134ae0_apx_1024_.jpg
4,145,835000,5,bien-exception-1373966,Appartement Le Vésinet - 4 chambres - 145m²,78110,APPARTEMENT,AGENCE PRINCIPALE CHATOU,Le Vésinet,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-le-vesinet-78-appartement-de-luxe/d137/1373966/cd6dc07b11383fb42def228acea850d1_2aa2f9d96f13fd3ed68ccda572176d9f_apx_1024_.jpg
