chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
16,558,1525000,19,bien-exception-1375967,Villa Veuzain-sur-Loire - 16 chambres,41150,VILLA,Espaces Atypiques,Veuzain-sur-Loire,VILLA,https://www.bellespierres.com/photo-veuzain-sur-loire-41-villa/d137/1375967/8d1425ba9bba1092dccb7f56eb0bf7cd_dd8d4258499a7a093ec59c564500d48b_apx_1024_.jpg
4,255,638000,8,bien-exception-1375534,Maison Montoire-sur-le-Loir - 4 chambres - 255m²,41800,MAISON,Cabinet LE NAIL,Montoire-sur-le-Loir,MAISON_DE_LUXE,https://www.bellespierres.com/photo-montoire-sur-le-loir-41-maison-de-luxe/d137/1375534/02305bb81990e73c6b1b68ff5bde0af4_3a42b7f23c3b559a994238f1688e9c49_apx_1024_.jpg
10,710,2250000,13,bien-exception-1374789,Propriété équestre Lamotte-Beuvron - 10 chambres - 710m²,41600,PROPRIETE EQUESTRE,Val De Loire Sologne - Sotheby's International Realty,Lamotte-Beuvron,PROPRIETES_EQUESTRES,https://www.bellespierres.com/photo-lamotte-beuvron-41-proprietes-equestres/d137/1374789/07502a17a5fc5f31547afe35d4adef42_8403f454ef2f09901a58240ea90fdde1_apx_1024_.jpg
4,215,530000,8,bien-exception-1374468,Maison Romilly - 4 chambres,41270,MAISON,Propriétés Privées,Romilly,MAISON_DE_LUXE,https://www.bellespierres.com/photo-romilly-41-maison-de-luxe/d137/1374468/0b46a3604cdeead1f4e001cb1a3c2047_c10c7df149906a40e8c33a6414bc27ef_apx_1024_.jpg
7,430,555000,12,bien-exception-1374412,Manoir Vendôme - 7 chambres - 430m²,41100,MANOIR,Cabinet LE NAIL,Vendôme,MANOIR,https://www.bellespierres.com/photo-vendome-41-manoir/d137/1374412/cf17b427abf81b4dd7485cf5f0e4db45_eb0512830f085f70909151f186e8b9f7_apx_1024_.jpg
4,220,530000,8,bien-exception-1374300,Villa Vendôme - 4 chambres - 220m²,41100,VILLA,DR HOUSE IMMOBILIER,Vendôme,VILLA,https://www.bellespierres.com/photo-vendome-41-villa/d137/1374300/fc24ff2ea7d39b71aba1f9f1bd4276d5_911ca189bfb66ae20d64696de4a77a6d_apx_1024_.jpg
6,362,657800,11,bien-exception-1373898,Propriété Vendôme - 6 chambres,41100,PROPRIETE,Propriétés Privées,Vendôme,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-vendome-41-propriete-de-luxe/d137/1373898/bcd1a2450ab2aee732ee6d4d941ac918_a511ef706a6df9e16c6afb5381b87523_apx_1024_.jpg
0,246,592000,13,bien-exception-1373734,Maison Vendôme - 246m²,41100,MAISON,Equestrian Immobilier,Vendôme,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vendome-41-maison-de-luxe/d137/1373734/b87cc9e3e82d62978f70d90e0abc81a1_febd661175073b2acdac347ddce3b782_apx_1024_.jpg
0,334,892000,15,bien-exception-1373733,Maison Vendôme - 334m²,41100,MAISON,Equestrian Immobilier,Vendôme,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vendome-41-maison-de-luxe/d137/1373733/fa880cfbb93e25495d71f53ea4a04a68_4f94ce07ddcfa0be73fd94beb14bc5fc_apx_1024_.jpg
8,560,1960000,15,bien-exception-1373556,Propriété Blois - 8 chambres - 560m²,41000,PROPRIETE,Cabinet LE NAIL,Blois,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-blois-41-propriete-de-luxe/d137/1373556/748d23742cdab48e1cf9dc07279c570b_926156d2dd535d6f10665c51e67b14da_apx_1024_.jpg
5,510,900000,13,bien-exception-1373434,Maison Selles-sur-Cher - 5 chambres,41130,MAISON,Propriétés Privées,Selles-sur-Cher,MAISON_DE_LUXE,https://www.bellespierres.com/photo-selles-sur-cher-41-maison-de-luxe/d137/1373434/6966135028a9c93633ad79257c41d95a_61aa753c1020362657b5cb846bbc996b_apx_1024_.jpg
5,246,595700,8,bien-exception-1373300,Maison Vendôme - 5 chambres,41100,MAISON,Propriétés Privées,Vendôme,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vendome-41-maison-de-luxe/d137/1373300/662a59354276058b203a5aa7e50b2e66_2e7d8a9af57c382d7351114658dbf22e_apx_1024_.jpg
4,270,995000,8,bien-exception-1373093,Propriété Romorantin-Lanthenay - 4 chambres - 270m²,41200,PROPRIETE,BARNES Centre Sologne Val de Loire,Romorantin-Lanthenay,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-romorantin-lanthenay-41-propriete-de-luxe/d137/1373093/59ae23e4b9e9cfbd8bc5f62fd1a13a2e_b9e8505da89f8e648615a0f958f3c9b4_apx_1024_.jpg
5,278,599000,7,bien-exception-1372827,Maison Vendôme - 5 chambres - 278m²,41100,MAISON,Val De Loire Sologne - Sotheby's International Realty,Vendôme,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vendome-41-maison-de-luxe/d137/1372827/b266a93386bfe0726acf2eac03cba999_16df89cc8eae422bdae463d0bd321931_apx_1024_.jpg
4,185,630000,6,bien-exception-1372477,Maison Vernou-en-Sologne - 4 chambres - 185m²,41230,MAISON,Val De Loire Sologne - Sotheby's International Realty,Vernou-en-Sologne,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vernou-en-sologne-41-maison-de-luxe/d137/1372477/0f4f03f3b7dcb56a01bd85a53971dff9_20bfabf1491f99f6d9f8f93cb42506d5_apx_1024_.jpg
6,240,1102500,7,bien-exception-1369985,Maison Lamotte-Beuvron - 6 chambres - 240m²,41600,MAISON,Val De Loire Sologne - Sotheby's International Realty,Lamotte-Beuvron,MAISON_DE_LUXE,https://www.bellespierres.com/photo-lamotte-beuvron-41-maison-de-luxe/d136/1369985/a0c297f05de10a1eeb5f1a699e292f26_ca7125ffacce48fed3961bf8b0502255_apx_1024_.jpg
3,260,714000,6,bien-exception-1369840,Maison Talcy - 3 chambres - 260m²,41370,MAISON,Val De Loire Sologne - Sotheby's International Realty,Talcy,MAISON_DE_LUXE,https://www.bellespierres.com/photo-talcy-41-maison-de-luxe/d136/1369840/2b43104eccb0b76af6df7c521be53661_679ba2fa2a9849863b76509584297c2e_apx_1024_.jpg
4,230,640000,9,bien-exception-1369839,Maison Chémery - 4 chambres - 230m²,41700,MAISON,Val De Loire Sologne - Sotheby's International Realty,Chémery,MAISON_DE_LUXE,https://www.bellespierres.com/photo-chemery-41-maison-de-luxe/d136/1369839/22284cd8e17dc01743a58644835817df_025c5ab9b1b2d0ec95a719a07a4449cb_apx_1024_.jpg
6,418,999000,8,bien-exception-1369838,Maison Vernou-en-Sologne - 6 chambres - 418m²,41230,MAISON,Val De Loire Sologne - Sotheby's International Realty,Vernou-en-Sologne,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vernou-en-sologne-41-maison-de-luxe/d136/1369838/9aff8db631ae52b8915677e12674ca8d_e37144d20729ffc4103dd24cc3eea0ab_apx_1024_.jpg
4,190,754000,6,bien-exception-1369421,Maison Le Controis-en-Sologne - 4 chambres - 190m²,41700,MAISON,Val De Loire Sologne - Sotheby's International Realty,Le Controis-en-Sologne,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-controis-en-sologne-41-maison-de-luxe/d136/1369421/021b931562b35ff21dee09609ff15837_a5ed4f4b915de811a59f056df594fe8a_apx_1024_.jpg
0,600,551200,20,bien-exception-1368936,Propriété Pierrefitte-sur-Sauldre - 600m²,41300,PROPRIETE,BARNES Centre Sologne Val de Loire,Pierrefitte-sur-Sauldre,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-pierrefitte-sur-sauldre-41-propriete-de-luxe/d136/1368936/403f4f60b471f29d2aaeaec7b137a550_08f78e02985256046d69d4ca817a0151_apx_1024_.jpg
3,170,699975,6,bien-exception-1368294,Maison Saint-Aignan - 3 chambres,41110,MAISON,Propriétés Privées,Saint-Aignan,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-aignan-41-maison-de-luxe/d136/1368294/946ba4446e0a1a8c90e814a7829b5b6d_441e35e862586777727e9456b5403538_apx_1024_.jpg
0,492,549000,14,bien-exception-1368019,Maison Faverolles-sur-Cher,41400,MAISON,Propriétés Privées,Faverolles-sur-Cher,MAISON_DE_LUXE,https://www.bellespierres.com/photo-faverolles-sur-cher-41-maison-de-luxe/d136/1368019/b88242f2d2b96a3c17dd85532fd1c1e9_a6c1ae9dfee57026d1b21307ba7db832_apx_1024_.jpg
4,169,1575000,7,bien-exception-1365370,Propriété Salbris - 4 chambres - 169m²,41300,PROPRIETE,BARNES Centre Sologne Val de Loire,Salbris,PROPRIETE_DE_LUXE,
5,530,1480000,15,bien-exception-1364913,Maison Romorantin-Lanthenay - 5 chambres - 530m²,41200,MAISON,Val De Loire Sologne - Sotheby's International Realty,Romorantin-Lanthenay,MAISON_DE_LUXE,https://www.bellespierres.com/photo-romorantin-lanthenay-41-maison-de-luxe/d136/1364913/398a9b8098e61921eef62d9d5e06ef2c_adf837753ac37c7a0b0ba106864fc4bb_apx_1024_.jpg
13,620,2433500,21,bien-exception-1364735,Château Blois - 13 chambres - 620m²,41000,CHATEAU,Cabinet LE NAIL,Blois,CHATEAU,https://www.bellespierres.com/photo-blois-41-chateau/d136/1364735/b032760a502510ccac7bd98ffb6eeafa_5a8c116bd3d642e892013b1eda1ee14f_apx_1024_.jpg
4,240,516960,8,bien-exception-1364580,Maison Vendôme - 4 chambres,41100,MAISON,Propriétés Privées,Vendôme,MAISON_DE_LUXE,https://www.bellespierres.com/photo-vendome-41-maison-de-luxe/d136/1364580/ea476bc00a97ca73d352497ffdfe903a_433fbf4fb3d738073f5f81f3468ce364_apx_1024_.jpg
6,220,2650000,8,bien-exception-1364437,Villa Lamotte-Beuvron - 6 chambres,41600,VILLA,PAUL PARKER PROPERTIES,Lamotte-Beuvron,VILLA,https://www.bellespierres.com/photo-lamotte-beuvron-41-villa/d136/1364437/cfec5987c98c972cf0e3baec7caccc68_69f5f76edfd0d43829c3379e79f6f1c5_apx_1024_.jpg
11,462,750000,17,bien-exception-1362769,Propriété Molineuf - 11 chambres - 462m²,41190,PROPRIETE,BARNES Centre Sologne Val de Loire,Molineuf,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-molineuf-41-propriete-de-luxe/d136/1362769/b3ff9586596510df500f49d63ac04d68_c30d4f35f39a8cc0f958cd2a1070de86_apx_1024_.jpg
3,120,572000,5,bien-exception-1362688,Maison Blois - 3 chambres,41000,MAISON,Propriétés Privées,Blois,MAISON_DE_LUXE,https://www.bellespierres.com/photo-blois-41-maison-de-luxe/d136/1362688/0e1d07239f0cd467d34190e6b49c22ee_1f5001a6f0e4bbb39e4ff01dd8a7427b_apx_1024_.jpg
4,274,953120,7,bien-exception-1362282,Propriété Vendôme - 4 chambres,41100,PROPRIETE,Propriétés Privées,Vendôme,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-vendome-41-propriete-de-luxe/d136/1362282/7f3f21cae0fd8de58c9face2f0eb20a9_f8db1cc8910004939e420573221692c8_apx_1024_.jpg
7,372,569500,17,bien-exception-1361912,Maison Gièvres - 7 chambres,41130,MAISON,Propriétés Privées,Gièvres,MAISON_DE_LUXE,https://www.bellespierres.com/photo-gievres-41-maison-de-luxe/d136/1361912/db634821e649ef5ab5d800e3cce81fc2_94c9cfd65b9c4248736f35857603e735_apx_1024_.jpg
