chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
3,131,555000,5,bien-exception-1376024,Maison Varces-Allières-et-Risset - 3 chambres,38760,MAISON,Propriétés Privées,Varces-Allières-et-Risset,MAISON_DE_LUXE,https://www.bellespierres.com/photo-varces-allieres-et-risset-38-maison-de-luxe/d137/1376024/d189b2da0408de2b2f4863a45cf899d9_edea9c285aabf59d4d0ae7f0b7f1b98f_apx_1024_.jpg
3,160,538000,5,bien-exception-1375949,Maison Voiron - 3 chambres - 160m²,38500,MAISON,RESEAU HB,Voiron,MAISON_DE_LUXE,https://www.bellespierres.com/photo-voiron-38-maison-de-luxe/d137/1375949/2dfff05d887a8d1eefd7519bc758ea30_ef8af2638cf8dd6db2dabf6473013215_apx_1024_.jpg
0,790000,591000,0,bien-exception-1375463,Terrain Oyeu - 790000m²,38690,TERRAIN,DR HOUSE IMMOBILIER,Oyeu,TERRAIN,https://www.bellespierres.com/photo-oyeu-38-terrain/d137/1375463/5b284f32a4b3906dcce5fb290d5a8a32_a1f1d9b64aa255a69967a0eca535e63c_apx_1024_.jpg
3,223,549900,5,bien-exception-1375092,Maison La Buissière - 3 chambres - 224m²,38530,MAISON,IKAMI,La Buissière,MAISON_DE_LUXE,https://www.bellespierres.com/photo-la-buissiere-38-maison-de-luxe/d137/1375092/de58ef51c10717242dcf1edf662fa6e6_7784b62491f12011892e437e91de2e77_apx_1024_.jpg
0,210,680000,0,bien-exception-1375082,Maison Échirolles - 210m²,38130,MAISON,COMPTOIR IMMOBILIER DE FRANCE,Échirolles,MAISON_DE_LUXE,https://www.bellespierres.com/photo-echirolles-38-maison-de-luxe/d137/1375082/a3db2c606f842969a924848a50044643_ebfec15d452f91564301ffe776ab30c0_apx_1024_.jpg
2,54,715800,3,bien-exception-1374261,Appartement L'alpe-d-huez - 2 chambres - 54m²,38750,APPARTEMENT,Alpe d'Huez Sotheby's International Realty,L'alpe-d-huez,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-l-alpe-d-huez-38-appartement-de-luxe/d137/1374261/1f30d3a185ae0d09adfbb0fa5b4b4521_2fced59dec1003b5174aea4284ef0c5d_apx_1024_.jpg
3,72,647400,4,bien-exception-1374107,Appartement Mont-de-Lans - 3 chambres - 72m²,38860,APPARTEMENT,Alpe d'Huez Sotheby's International Realty,Mont-de-Lans,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-mont-de-lans-38-appartement-de-luxe/d137/1374107/642dc1c38bdd1bee9416646ec0acc724_019abfea1770ba8ebe0af96d98f93191_apx_1024_.jpg
2,64,551640,3,bien-exception-1373837,Appartement Mont-de-Lans - 2 chambres - 64m²,38860,APPARTEMENT,Alpe d'Huez Sotheby's International Realty,Mont-de-Lans,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-mont-de-lans-38-appartement-de-luxe/d137/1373837/6d4b680ded104174e849367550bcab37_31b9f4f5786c7063d4dc717fd9035666_apx_1024_.jpg
2,74,817800,3,bien-exception-1373836,Appartement Mont-de-Lans - 2 chambres - 74m²,38860,APPARTEMENT,Alpe d'Huez Sotheby's International Realty,Mont-de-Lans,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-mont-de-lans-38-appartement-de-luxe/d137/1373836/987843b9a77f63bb40d1828eb499bbee_019abfea1770ba8ebe0af96d98f93191_apx_1024_.jpg
2,83,875400,3,bien-exception-1373835,Appartement Mont-de-Lans - 2 chambres - 83m²,38860,APPARTEMENT,Alpe d'Huez Sotheby's International Realty,Mont-de-Lans,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-mont-de-lans-38-appartement-de-luxe/d137/1373835/bae4442d754072f81f9c52ab489573a8_019abfea1770ba8ebe0af96d98f93191_apx_1024_.jpg
