chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
5,0,3752000,19,bien-exception-1373977,Maison Mézières-en-Brenne - 5 chambres,36290,MAISON,BARNES Centre Sologne Val de Loire,Mézières-en-Brenne,MAISON_DE_LUXE,https://www.bellespierres.com/photo-mezieres-en-brenne-36-maison-de-luxe/d137/1373977/309c56eec977fdcd049ae434b4d5cb16_001fdb24fdddf4e0dba4b54be8d8cf9d_apx_1024_.jpg
5,0,820000,12,bien-exception-1365555,Manoir La Châtre - 5 chambres,36400,MANOIR,BARNES Centre Sologne Val de Loire,La Châtre,MANOIR,https://www.bellespierres.com/photo-la-chatre-36-manoir/d136/1365555/483d49f3973670f3fe7052da72bdfeb1_8eafc8001019fa0919626e2981518b60_apx_1024_.jpg
4,169,518000,7,bien-exception-1362985,Propriété Ruffec - 4 chambres,36300,PROPRIETE,Propriétés Privées,Ruffec,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-ruffec-36-propriete-de-luxe/d136/1362985/9313c21cf7bb043c0e9d6d022818ab38_edf4d179ff02d632f8d9f9819fa6d8eb_apx_1024_.jpg
9,423,625000,18,bien-exception-1359126,Villa Saint-Maur - 9 chambres - 424m²,36250,VILLA,DR HOUSE IMMOBILIER,Saint-Maur,VILLA,https://www.bellespierres.com/photo-saint-maur-36-villa/d135/1359126/b521f79580d8f8d5ba2dc1160d6a7c1d_864159a719e126dff402b536413f892f_apx_1024_.jpg
6,370,820000,13,bien-exception-1358071,Château Buzançais - 6 chambres - 370m²,36500,CHATEAU,Cabinet LE NAIL,Buzançais,CHATEAU,https://www.bellespierres.com/photo-buzancais-36-chateau/d135/1358071/48a7513dd3b916d8b10119935f5ff889_4cc10bb156c5da8f5dcb91d85d6b335b_apx_1024_.jpg
4,450,699000,20,bien-exception-1348253,Villa Crevant - 4 chambres - 450m²,36140,VILLA,DR HOUSE IMMOBILIER,Crevant,VILLA,https://www.bellespierres.com/photo-crevant-36-villa/d134/1348253/0ca0190b68a33b38c65417a57407d40d_ce13b186b9d99291a236bf6e8e78744c_apx_1024_.jpg
7,400,995000,10,bien-exception-1330318,Château Valençay - 7 chambres - 400m²,36600,CHATEAU,MERCURE FORBES GLOBAL PROPERTIES CENTRE LOIRE,Valençay,CHATEAU,https://www.bellespierres.com/photo-valencay-36-chateau/d133/1330318/52de30f6386e120b5920e330189ad142_43ff385009371c506d4ac78c81868180_apx_1024_.jpg
9,1400,3750000,20,bien-exception-1330312,Château Châteauroux - 9 chambres - 1400m²,36000,CHATEAU,MERCURE FORBES GLOBAL PROPERTIES CENTRE LOIRE,Châteauroux,CHATEAU,https://www.bellespierres.com/photo-chateauroux-36-chateau/d133/1330312/74f690a69e9b36d8c54c15c43ebae36d_ff244a25f4aacbf2cf1e1043a8ab4c20_apx_1024_.jpg
22,1720,2990000,20,bien-exception-1327323,Propriété Châtillon-sur-Indre - 22 chambres - 1720m²,36700,PROPRIETE,BARNES Centre Sologne Val de Loire,Châtillon-sur-Indre,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-chatillon-sur-indre-36-propriete-de-luxe/d132/1327323/e0b3ebe24302c37cd6775a48bfe00c21_7bd8690590f9be7338450c34887a5aca_apx_1024_.jpg
12,600,1750000,17,bien-exception-1291227,Château Le Blanc - 12 chambres - 600m²,36300,CHATEAU,Cabinet LE NAIL,Le Blanc,CHATEAU,https://www.bellespierres.com/photo-le-blanc-36-chateau/d129/1291227/ac23b5787eed4571548a5224be8d8585_8b13dd8d43815a0773e12c37d5293a7e_apx_1024_.jpg
