chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
8,370,978500,11,bien-exception-1375952,Propriété Moustey - 8 chambres,40410,PROPRIETE,AXO L'immobilier Actif,Moustey,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-moustey-40-propriete-de-luxe/d137/1375952/2b11ee87e546d52650c1827be53b813f_b6b8ac30188cf9d679b2d4b615979b29_apx_1024_.jpg
5,240,1459000,9,bien-exception-1375806,Maison Biscarrosse - 5 chambres,40600,MAISON,Propriétés Privées,Biscarrosse,MAISON_DE_LUXE,https://www.bellespierres.com/photo-biscarrosse-40-maison-de-luxe/d137/1375806/6bedae59ac434382ed29244e088a54eb_00e8f0145f597334e608b5bd0ccb7688_apx_1024_.jpg
5,160,499000,6,bien-exception-1375491,Maison Dax - 5 chambres,40100,MAISON,Propriétés Privées,Dax,MAISON_DE_LUXE,https://www.bellespierres.com/photo-dax-40-maison-de-luxe/d137/1375491/882151d31a9cc7cc6b37c952b0365494_c0510901d713bd3e2fb41b9fbde17162_apx_1024_.jpg
4,145,695000,6,bien-exception-1375190,Villa Saint-Vincent-de-Tyrosse - 4 chambres - 145m²,40230,VILLA,DR HOUSE IMMOBILIER,Saint-Vincent-de-Tyrosse,VILLA,https://www.bellespierres.com/photo-saint-vincent-de-tyrosse-40-villa/d137/1375190/183bd3404aed5d4ede8dca9ab0c89bb0_22599518e9ea011c690c7793f22540e4_apx_1024_.jpg
4,135,498000,5,bien-exception-1375004,Villa Magescq - 4 chambres - 135m²,40140,VILLA,DR HOUSE IMMOBILIER,Magescq,VILLA,https://www.bellespierres.com/photo-magescq-40-villa/d137/1375004/9275ad8dc3a3a31b6cbeae92339a0c93_e445b5a6521d8730cfb9dfb3e9d41be0_apx_1024_.jpg
7,250,700000,7,bien-exception-1374954,Maison Saint-Martin-de-Seignanx - 7 chambres - 250m²,40390,MAISON,Abriculteurs,Saint-Martin-de-Seignanx,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-martin-de-seignanx-40-maison-de-luxe/d137/1374954/efaff10756487d350f58cfb6d6e3548a_5840e3952b61fe2868b42a431b4526a9_apx_1024_.jpg
3,172,940000,5,bien-exception-1374699,Maison Biscarrosse - 3 chambres - 172m²,40600,MAISON,MICHAËL ZINGRAF REAL ESTATE BASSIN ARCACHON,Biscarrosse,MAISON_DE_LUXE,https://www.bellespierres.com/photo-biscarrosse-40-maison-de-luxe/d137/1374699/c85b8dbd7180048a357f3c668c2564c8_3a160e2bf476f181089219cd3791a6db_apx_1024_.jpg
2,88,1100000,3,bien-exception-1374549,Appartement Hossegor - 2 chambres - 88m²,40150,APPARTEMENT,TERRES & OCEAN IMMOBILIER HOSSEGOR,Hossegor,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-hossegor-40-appartement-de-luxe/d137/1374549/231e6de40e6b36db9ed1ec574d0ceb57_d104015cecd42cb1f42264f3ff9f0e8b_apx_1024_.jpg
12,520,645000,17,bien-exception-1374176,Propriété Saint-Paul-lès-Dax - 12 chambres,40990,PROPRIETE,Propriétés Privées,Saint-Paul-lès-Dax,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-saint-paul-les-dax-40-propriete-de-luxe/d137/1374176/9e2ee7b7c296b8b308a7785ab057bd60_1871904567c05b79ae7af601af9117fe_apx_1024_.jpg
4,150,1150000,5,bien-exception-1373392,Maison Soorts-Hossegor - 4 chambres - 150m²,40150,MAISON,TERRES & OCEAN IMMOBILIER HOSSEGOR,Soorts-Hossegor,MAISON_DE_LUXE,https://www.bellespierres.com/photo-soorts-hossegor-40-maison-de-luxe/d137/1373392/bc37ac39f99e7ff366332ab106addccc_a00893c5bfad841ac7c5efa4d654aef4_apx_1024_.jpg
3,58,746000,5,bien-exception-1373144,Maison Sanguinet - 3 chambres - 149m²,40460,MAISON,IKAMI,Sanguinet,MAISON_DE_LUXE,https://www.bellespierres.com/photo-sanguinet-40-maison-de-luxe/d137/1373144/cb41f85c6260612642db4036da0d013a_be604991f60192033c12b9dd5f8b2039_apx_1024_.jpg
6,283,789000,7,bien-exception-1373002,Maison Castets - 6 chambres,40260,MAISON,Propriétés Privées,Castets,MAISON_DE_LUXE,https://www.bellespierres.com/photo-castets-40-maison-de-luxe/d137/1373002/63afe243e0f7a33922f32eac86ef0501_971d04bb7c6f336929b2cc21e32bff63_apx_1024_.jpg
6,280,997500,9,bien-exception-1372424,Maison Orx - 6 chambres - 280m²,40230,MAISON,TERRES & OCEAN IMMOBILIER HOSSEGOR,Orx,MAISON_DE_LUXE,https://www.bellespierres.com/photo-orx-40-maison-de-luxe/d137/1372424/2e5bd72825e2fdc0d2c7b99b4e9ac961_c7b358a6981c61169f12bc0b88792d8a_apx_1024_.jpg
4,143,1350000,5,bien-exception-1372114,Maison Hossegor - 4 chambres - 143m²,40150,MAISON,Abriculteurs,Hossegor,MAISON_DE_LUXE,https://www.bellespierres.com/photo-hossegor-40-maison-de-luxe/d137/1372114/b23b5315967e9ee6237b4d02ad9b1fdb_9124423e4f6278da74b906cdf2ba1cd5_apx_1024_.jpg
5,241,499000,7,bien-exception-1371870,Villa Oeyreluy - 5 chambres - 241m²,40180,VILLA,DR HOUSE IMMOBILIER,Oeyreluy,VILLA,https://www.bellespierres.com/photo-oeyreluy-40-villa/d137/1371870/5c2f0dfe84e995e26b2450ff5e710adf_3af39ded1eaba2191398c71a02db31ba_apx_1024_.jpg
5,185,695000,7,bien-exception-1371427,Maison Saint-Paul-lès-Dax - 5 chambres - 185m²,40990,MAISON,CÔTÉ FRANCE IMMOBILIER,Saint-Paul-lès-Dax,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-paul-les-dax-40-maison-de-luxe/d137/1371427/71bfe303df3fc61c1d5c272c4c7a4086_38fe456704dc5cff30d7ba18b0615efc_apx_1024_.jpg
4,125,845000,5,bien-exception-1371323,Maison Moliets-et-Maa - 4 chambres - 125m²,40660,MAISON,Abriculteurs,Moliets-et-Maa,MAISON_DE_LUXE,https://www.bellespierres.com/photo-moliets-et-maa-40-maison-de-luxe/d137/1371323/99c12c41256afff5f793de97bc856027_aff9f2252238b44325dc0166038b1a1d_apx_1024_.jpg
3,130,645000,5,bien-exception-1371322,Maison Tosse - 3 chambres - 130m²,40230,MAISON,Abriculteurs,Tosse,MAISON_DE_LUXE,https://www.bellespierres.com/photo-tosse-40-maison-de-luxe/d137/1371322/4c201f6f1ae54d392f0268fcf31316aa_381c788056482cddd61f481a816b2dce_apx_1024_.jpg
4,169,580000,6,bien-exception-1370606,Maison Lahosse - 4 chambres,40250,MAISON,Propriétés Privées,Lahosse,MAISON_DE_LUXE,https://www.bellespierres.com/photo-lahosse-40-maison-de-luxe/d137/1370606/0166fc57627642b9fdd16576f221ae0d_727da77a5cd53acee7653f776655a29a_apx_1024_.jpg
2,88,1470000,3,bien-exception-1370066,Maison Soorts-Hossegor - 2 chambres - 88m²,40150,MAISON,TERRES & OCEAN IMMOBILIER HOSSEGOR,Soorts-Hossegor,MAISON_DE_LUXE,https://www.bellespierres.com/photo-soorts-hossegor-40-maison-de-luxe/d137/1370066/80b30d08ae8777a82aa1f999c1802cae_b1420d44e46a01a8f455cbb7c944d19d_apx_1024_.jpg
8,545,892000,12,bien-exception-1370045,Maison Peyrehorade - 8 chambres - 545m²,40300,MAISON,TERRES & OCEAN IMMOBILIER BIARRITZ,Peyrehorade,MAISON_DE_LUXE,https://www.bellespierres.com/photo-peyrehorade-40-maison-de-luxe/d137/1370045/caf32364feed1a79bbcb712f51304bf3_a77a6ab640a25b10675f2bd02bf7c80a_apx_1024_.jpg
5,150,676000,6,bien-exception-1369889,Villa Messanges - 5 chambres - 150m²,40660,VILLA,DR HOUSE IMMOBILIER,Messanges,VILLA,https://www.bellespierres.com/photo-messanges-40-villa/d136/1369889/3077609dc298033ab73808efbc274e66_a81fbeef904253ff439f606a61705ccf_apx_1024_.jpg
3,172,518000,5,bien-exception-1369501,Maison Pouillon - 3 chambres,40350,MAISON,Propriétés Privées,Pouillon,MAISON_DE_LUXE,https://www.bellespierres.com/photo-pouillon-40-maison-de-luxe/d136/1369501/0cc750de2bcfcc2a94f7e89320672bf8_b6e9eae9b083b59c0cb82455828232fa_apx_1024_.jpg
