chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
3,0,529000,5,bien-exception-1375977,Villa Ponts-sur-Seulles - 3 chambres,14480,VILLA,Caen nord immobilier,Ponts-sur-Seulles,VILLA,https://www.bellespierres.com/photo-ponts-sur-seulles-14-villa/d137/1375977/918abb567f701b87e11d8a4c9ad7b408_eaa4c1a6ab3b84a8624a84c4aa85f7c8_apx_1024_.jpg
4,160,543000,6,bien-exception-1375954,Maison Rots - 4 chambres,14980,MAISON,AXO L'immobilier Actif,Rots,MAISON_DE_LUXE,https://www.bellespierres.com/photo-rots-14-maison-de-luxe/d137/1375954/2b2c3ad7460ba64ea03e262089bc3924_29d066d5ed64a25eb04452eb1d704cc3_apx_1024_.jpg
4,0,549000,7,bien-exception-1375883,Villa Mathieu - 4 chambres,14920,VILLA,Caen nord immobilier,Mathieu,VILLA,https://www.bellespierres.com/photo-mathieu-14-villa/d137/1375883/b2364e6dd340c8fe21691b75c2fd6ce7_bac40990f466f3af000830e1eb4f56af_apx_1024_.jpg
5,169,496350,7,bien-exception-1375592,Villa Cairon - 5 chambres - 169m²,14610,VILLA,DR HOUSE IMMOBILIER,Cairon,VILLA,https://www.bellespierres.com/photo-cairon-14-villa/d137/1375592/7fc8bb56df297416d378472cb7d518fb_e12f9033819a8bfe9f5b2f16d323793a_apx_1024_.jpg
3,119,509000,5,bien-exception-1375393,Appartement Caen - 3 chambres,14000,APPARTEMENT,RUE DU PARTICULIER,Caen,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-caen-14-appartement-de-luxe/d137/1375393/058cf64fe9cd6b7b3c8178e879229104_06ad5b1b85b529898adc4096c772e10c_apx_1024_.jpg
2,74,595000,3,bien-exception-1374906,Appartement Deauville - 2 chambres - 74m²,14800,APPARTEMENT,DEAUVILLE SOTHEBY'S INTERNATIONAL REALTY,Deauville,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-deauville-14-appartement-de-luxe/d137/1374906/397f1b5cdb84eacba828447d67a0b646_6737486eb36bb42c9b159c0f33a448c9_apx_1024_.jpg
6,153,690000,8,bien-exception-1374723,Maison Villerville - 6 chambres,14113,MAISON,AXO L'immobilier Actif,Villerville,MAISON_DE_LUXE,https://www.bellespierres.com/photo-villerville-14-maison-de-luxe/d137/1374723/e0c1209efa380e3d0a0343e7103fcd82_3eeeff205d2bc1fdc9f7903dd730946e_apx_1024_.jpg
10,287,690000,12,bien-exception-1374722,Maison Saint-Benoît-d'Hébertot - 10 chambres,14130,MAISON,AXO L'immobilier Actif,Saint-Benoît-d'Hébertot,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-benoit-d-hebertot-14-maison-de-luxe/d137/1374722/0c624a03214f63b8b9d8b089fac99850_4816c17f919770c48b9b24c9089e0569_apx_1024_.jpg
0,250,490000,3,bien-exception-1374625,Maison Saint-Pierre-Azif - 250m²,14950,MAISON,DEAUVILLE SOTHEBY'S INTERNATIONAL REALTY,Saint-Pierre-Azif,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-pierre-azif-14-maison-de-luxe/d137/1374625/df1d077657e6dc027666637567d5b61f_a7a8def6db5e31d5085b15e1f89761fd_apx_1024_.jpg
4,245,695000,6,bien-exception-1374623,Maison Bayeux - 4 chambres - 245m²,14400,MAISON,Bayeux-Sothebysrealty,Bayeux,MAISON_DE_LUXE,https://www.bellespierres.com/photo-bayeux-14-maison-de-luxe/d137/1374623/df4cc13da14da0050263f7e02f2571d8_0479cfbdb75dfcd1d8825f0ff75e4772_apx_1024_.jpg
