chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
5,250,830000,10,bien-exception-1375790,Maison Catus - 5 chambres,46150,MAISON,Propriétés Privées,Catus,MAISON_DE_LUXE,https://www.bellespierres.com/photo-catus-46-maison-de-luxe/d137/1375790/cd4f2741cfd1758f0c4722e7476939c5_e84b4ce323ed0e8a6039fb13ceee810c_apx_1024_.jpg
8,430,1060000,10,bien-exception-1375436,Maison Marcilhac-sur-Célé - 8 chambres - 430m²,46160,MAISON,SELECTION HABITAT,Marcilhac-sur-Célé,MAISON_DE_LUXE,https://www.bellespierres.com/photo-marcilhac-sur-cele-46-maison-de-luxe/d137/1375436/973240fd91c2439fcb3c561584a34b66_3d3d4d148f810c299ffec61186221bac_apx_1024_.jpg
3,161,549000,4,bien-exception-1374540,Maison Sérignac - 3 chambres - 161m²,46700,MAISON,SELECTION HABITAT,Sérignac,MAISON_DE_LUXE,https://www.bellespierres.com/photo-serignac-46-maison-de-luxe/d137/1374540/9d96f1d931c80ed69e3222cf2a6721b9_141fc2744309e216a185d03763ff8041_apx_1024_.jpg
8,373,650000,11,bien-exception-1374345,Maison Castelnau Montratier-Sainte Alauzie - 8 chambres,46170,MAISON,Propriétés Privées,Castelnau Montratier-Sainte Alauzie,MAISON_DE_LUXE,https://www.bellespierres.com/photo-castelnau-montratier-sainte-alauzie-46-maison-de-luxe/d137/1374345/54dca25fc1317adb45fe875ce6c9cba4_c33da159b5f21457617af0b4f7eeb5d9_apx_1024_.jpg
7,390,699000,13,bien-exception-1374039,Maison Lalbenque - 7 chambres,46230,MAISON,Propriétés Privées,Lalbenque,MAISON_DE_LUXE,https://www.bellespierres.com/photo-lalbenque-46-maison-de-luxe/d137/1374039/c67dc3b8e02b2de4f430e84132bf1c14_a800d37c2d4b1ef7dff7c8dde61d755d_apx_1024_.jpg
6,400,1325000,13,bien-exception-1373958,Maison Salviac - 6 chambres - 400m²,46340,MAISON,PÉRIGORD SOTHEBY'S INTERNATIONAL REALTY,Salviac,MAISON_DE_LUXE,https://www.bellespierres.com/photo-salviac-46-maison-de-luxe/d137/1373958/c2a29b30afdf470e984625f804c86dff_4badfad36b9fe2363ca8cea4d7dd2ab1_apx_1024_.jpg
4,220,642700,8,bien-exception-1373858,Maison Figeac - 4 chambres - 220m²,46100,MAISON,SELECTION HABITAT,Figeac,MAISON_DE_LUXE,https://www.bellespierres.com/photo-figeac-46-maison-de-luxe/d137/1373858/815660d52f709051b4f5fccb02cc4a13_63fbe075994b7b906c8cabd5276aa7b0_apx_1024_.jpg
7,330,620000,13,bien-exception-1373007,Maison Cahors - 7 chambres,46000,MAISON,Propriétés Privées,Cahors,MAISON_DE_LUXE,https://www.bellespierres.com/photo-cahors-46-maison-de-luxe/d137/1373007/04283c8ad746be3a53ab8ab2fc4ddb7d_1a2161a29d4786c3c8e37d79e4e16ae4_apx_1024_.jpg
10,548,725000,18,bien-exception-1372108,Propriété Payrac - 10 chambres,46350,PROPRIETE,Propriétés Privées,Payrac,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-payrac-46-propriete-de-luxe/d137/1372108/232f6b263a30c139130f4c086acaba1f_e24a599b6dd54de12d1804101047ea45_apx_1024_.jpg
0,400,549000,10,bien-exception-1371852,Maison Puy-l'Évêque - 400m²,46700,MAISON,IMMO DIFFUSION,Puy-l'Évêque,MAISON_DE_LUXE,https://www.bellespierres.com/photo-puy-l-eveque-46-maison-de-luxe/d137/1371852/049dc315d5893a11335fb1516e6a19e7_8bda8678d7bf1ba66ac809a4a4672c87_apx_1024_.jpg
0,315,499000,8,bien-exception-1371850,Maison Prayssac - 315m²,46220,MAISON,IMMO DIFFUSION,Prayssac,MAISON_DE_LUXE,https://www.bellespierres.com/photo-prayssac-46-maison-de-luxe/d137/1371850/d437b8a111c0bdd3474ddfa1e5c60b06_5962cb399e41bb68d51109478b2f9484_apx_1024_.jpg
