chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
3,171,595000,5,bien-exception-1375948,Villa La Saulce - 3 chambres - 171m²,05110,VILLA,Mon Office Immobilier,La Saulce,VILLA,https://www.bellespierres.com/photo-la-saulce-05-villa/d137/1375948/900c027509675e192889e9dde5040fd7_c07fbf8ee777c481b4bdb747a26cd149_apx_1024_.jpg
6,346,588000,8,bien-exception-1375854,Maison Laragne-Montéglin - 6 chambres - 346m²,05300,MAISON,Mon Office Immobilier,Laragne-Montéglin,MAISON_DE_LUXE,https://www.bellespierres.com/photo-laragne-monteglin-05-maison-de-luxe/d137/1375854/7683c57b48ea83d551ad06ccb2815e84_191915d38aa85c2505508971725bbd9e_apx_1024_.jpg
0,60323,2200000,0,bien-exception-1375823,Terrain Châteauroux-les-Alpes,05380,TERRAIN,Propriétés Privées,Châteauroux-les-Alpes,TERRAIN,https://www.bellespierres.com/photo-chateauroux-les-alpes-05-terrain/d137/1375823/fe63a191ea8de20b9ed912bc77dfec6a_ea54fa9be5e2216ce3863750781b3912_apx_1024_.jpg
7,255,860000,9,bien-exception-1375552,Chalet Saint-André-d'Embrun - 7 chambres - 255m²,05200,CHALET,Mon Office Immobilier,Saint-André-d'Embrun,CHALET,https://www.bellespierres.com/photo-saint-andre-d-embrun-05-chalet/d137/1375552/4d1e545292d4b8358368d166fa6b379b_a3cbd03f5c26e8b7e3d12c99c76dc9aa_apx_1024_.jpg
9,460,540000,10,bien-exception-1375294,Maison La Roche-des-Arnauds - 9 chambres,05400,MAISON,Propriétés Privées,La Roche-des-Arnauds,MAISON_DE_LUXE,https://www.bellespierres.com/photo-la-roche-des-arnauds-05-maison-de-luxe/d137/1375294/7346e9e09a97f5a73e9b121ac2af6ea5_17f10b64c99e5fd37ecc1ef123a52c9d_apx_1024_.jpg
4,207,1590000,5,bien-exception-1374535,Chalet Puy-Saint-Vincent - 4 chambres - 207m²,05290,CHALET,Mon Office Immobilier,Puy-Saint-Vincent,CHALET,https://www.bellespierres.com/photo-puy-saint-vincent-05-chalet/d137/1374535/09b3bd1373d5d0374cb667b1286e62e0_cbc3aa26deee4ab22b9b027f8e9e2717_apx_1024_.jpg
4,354,1030000,13,bien-exception-1373146,Maison Saint-Véran - 4 chambres - 354m²,05350,MAISON,Fabre Immobilier Prestige,Saint-Véran,MAISON_DE_LUXE,https://www.bellespierres.com/photo-saint-veran-05-maison-de-luxe/d137/1373146/072a254f5b52b812c7cbcc452a341248_e30b61bc33dead8d82c0ffe770ec78a8_apx_1024_.jpg
5,150,650000,6,bien-exception-1372949,Chalet Le Monêtier-les-Bains - 5 chambres - 150m²,05220,CHALET,Mon Office Immobilier,Le Monêtier-les-Bains,CHALET,https://www.bellespierres.com/photo-le-monetier-les-bains-05-chalet/d137/1372949/17716272cdfdcaafe67b4423bf1b217e_2928834ee2a8ca97be7722e235b47264_apx_1024_.jpg
4,252,845000,6,bien-exception-1372092,Maison Veynes - 4 chambres,05400,MAISON,Propriétés Privées,Veynes,MAISON_DE_LUXE,https://www.bellespierres.com/photo-veynes-05-maison-de-luxe/d137/1372092/71d74a416fdea747429b892b6ebdc93a_3a57fef3d47aa1b3905161a91ebc934d_apx_1024_.jpg
0,580,680000,20,bien-exception-1371929,Maison Briançon,05100,MAISON,Propriétés Privées,Briançon,MAISON_DE_LUXE,https://www.bellespierres.com/photo-briancon-05-maison-de-luxe/d137/1371929/fee7cc86e6065ccb66cc18bb20802183_3cac11605c72ce2823afafa96a7685b1_apx_1024_.jpg
6,240,650000,7,bien-exception-1371313,Maison Gap - 6 chambres,05000,MAISON,Propriétés Privées,Gap,MAISON_DE_LUXE,https://www.bellespierres.com/photo-gap-05-maison-de-luxe/d137/1371313/22e9ae72406d30382a98706dbf84f52a_b7475e21b112b237122f6603cd2a620f_apx_1024_.jpg
4,270,845000,7,bien-exception-1371018,Maison Veynes - 4 chambres - 270m²,05400,MAISON,Marseille Sotheby's International Realty,Veynes,MAISON_DE_LUXE,https://www.bellespierres.com/photo-veynes-05-maison-de-luxe/d137/1371018/1f603664b713dbe5173f0333574ab1e9_62451f00a28c8d8aa2b7aa61e183afde_apx_1024_.jpg
4,230,845000,7,bien-exception-1370309,Maison Gap - 4 chambres - 230m²,05000,MAISON,MG IMMOBILIER,Gap,MAISON_DE_LUXE,https://www.bellespierres.com/photo-gap-05-maison-de-luxe/d137/1370309/d1dcb6a9d9f367ed95822fe7c114894a_bab6b30425be72120907c823daab806c_apx_1024_.jpg
4,130,595000,5,bien-exception-1367967,Appartement Les Orres - 4 chambres - 130m²,05200,APPARTEMENT,Mon Office Immobilier,Les Orres,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-les-orres-05-appartement-de-luxe/d136/1367967/54d04eae24e9209774123ffd025397f2_7b3467e5504e30856269a8544869a8e9_apx_1024_.jpg
7,213,749000,8,bien-exception-1367444,Maison Embrun - 7 chambres - 213m²,05200,MAISON,Mon Office Immobilier,Embrun,MAISON_DE_LUXE,https://www.bellespierres.com/photo-embrun-05-maison-de-luxe/d136/1367444/44d98f5c56a7f4fb30891c26056a3cb8_dc590c72b19027840b0599ec66e76094_apx_1024_.jpg
5,132,546000,6,bien-exception-1367049,Maison Chorges - 5 chambres - 132m²,05230,MAISON,MG IMMOBILIER,Chorges,MAISON_DE_LUXE,https://www.bellespierres.com/photo-chorges-05-maison-de-luxe/d136/1367049/48a84a7d91b855f44bf5521b0b1571d2_499d5a1f84884eee3994076a315b2234_apx_1024_.jpg
1,124,514000,3,bien-exception-1366838,Maison Crots - 1 chambre - 124m²,05200,MAISON,Mon Office Immobilier,Crots,MAISON_DE_LUXE,https://www.bellespierres.com/photo-crots-05-maison-de-luxe/d136/1366838/625a4220d15789f54376b7e29bc08403_a348b71f25861bf2622e99d1006a34eb_apx_1024_.jpg
3,90,750000,4,bien-exception-1366515,Appartement Le Monêtier-les-Bains - 3 chambres - 90m²,05220,APPARTEMENT,Mon Office Immobilier,Le Monêtier-les-Bains,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-le-monetier-les-bains-05-appartement-de-luxe/d136/1366515/061efd08296dfeda33942e38ebdc2528_231369c9c86ce4549bf34c4a84ccef6b_apx_1024_.jpg
4,132,789000,5,bien-exception-1364153,Appartement Briançon - 4 chambres,05100,APPARTEMENT,Propriétés Privées,Briançon,APPARTEMENT_DE_LUXE,https://www.bellespierres.com/photo-briancon-05-appartement-de-luxe/d136/1364153/c84451fb62f0fdcc8af7135824861628_bbfcd2d6386438aa0d7e27fa76bbc161_apx_1024_.jpg
5,156,530000,6,bien-exception-1362048,Maison Tallard - 5 chambres,05130,MAISON,Propriétés Privées,Tallard,MAISON_DE_LUXE,https://www.bellespierres.com/photo-tallard-05-maison-de-luxe/d136/1362048/7695561c65ba8e23a98bcbdea63dafbd_a8ce989e0d86585950be584e91541036_apx_1024_.jpg
8,275,695000,12,bien-exception-1361887,Maison Briançon - 8 chambres,05100,MAISON,Propriétés Privées,Briançon,MAISON_DE_LUXE,https://www.bellespierres.com/photo-briancon-05-maison-de-luxe/d136/1361887/3e6785448d24ecf04f46f9894bc5c422_cfb725c3ca49ba3a11e2f94aaa596a82_apx_1024_.jpg
4,143,675000,6,bien-exception-1357637,Maison Agnières-en-Dévoluy - 4 chambres - 143m²,05250,MAISON,IKAMI,Agnières-en-Dévoluy,MAISON_DE_LUXE,https://www.bellespierres.com/photo-agnieres-en-devoluy-05-maison-de-luxe/d135/1357637/dc701fa0c90009931156cf99d84692de_a383ef3cde55b25123a96622966e89ff_apx_1024_.jpg
8,400,4490000,10,bien-exception-1349751,Chalet Montgenèvre - 8 chambres - 400m²,05100,CHALET,Alpe d'Huez Sotheby's International Realty,Montgenèvre,CHALET,https://www.bellespierres.com/photo-montgenevre-05-chalet/d134/1349751/a387fd34908859af9f9e65cc48bd26e7_611c84767cf5a8cbd6ec8d6dacc1955c_apx_1024_.jpg
