chambre,surface,price,piece,id,title,zip_code,residence_type,agent,city,class_level,image
4,250,499352,7,bien-exception-1375899,Maison Ponchon - 4 chambres,60430,MAISON,Propriétés Privées,Ponchon,MAISON_DE_LUXE,https://www.bellespierres.com/photo-ponchon-60-maison-de-luxe/d137/1375899/a447dcb3d26d7ab8328a22620bd742fd_47bc8c77ecbfa283d56f9f57eb12897f_apx_1024_.jpg
5,380,779000,8,bien-exception-1375820,Propriété Compiègne - 5 chambres,60200,PROPRIETE,Propriétés Privées,Compiègne,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-compiegne-60-propriete-de-luxe/d137/1375820/948f84d1de239786e7b6974b8db22473_dc9065b10f5e617f08a6425a00efcde2_apx_1024_.jpg
4,200,726000,11,bien-exception-1375795,Maison Lacroix-Saint-Ouen - 4 chambres,60610,MAISON,Propriétés Privées,Lacroix-Saint-Ouen,MAISON_DE_LUXE,https://www.bellespierres.com/photo-lacroix-saint-ouen-60-maison-de-luxe/d137/1375795/669da5706d5471129669c1115d17abd6_caca24785510757864060ce7eda439c4_apx_1024_.jpg
4,655,677085,6,bien-exception-1375308,Maison Orry-la-Ville - 4 chambres,60560,MAISON,Propriétés Privées,Orry-la-Ville,MAISON_DE_LUXE,https://www.bellespierres.com/photo-orry-la-ville-60-maison-de-luxe/d137/1375308/4092c32c489bc56e0d086a72cd374ca7_07bae65276ef04fba693818293850256_apx_1024_.jpg
6,240,490000,9,bien-exception-1375164,Maison Beauvais - 6 chambres,60000,MAISON,AXO L'immobilier Actif,Beauvais,MAISON_DE_LUXE,https://www.bellespierres.com/photo-beauvais-60-maison-de-luxe/d137/1375164/3cc160b6a3087dc5fdbaa7740c8ec369_8dbdb0a0ca4afeb648385794441e18d0_apx_1024_.jpg
8,363,623000,13,bien-exception-1374473,Propriété Compiègne - 8 chambres,60200,PROPRIETE,Propriétés Privées,Compiègne,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-compiegne-60-propriete-de-luxe/d137/1374473/866c9f2cbe5f7c621317e9aaad0f9387_1af287feb65ce5271bca50798a2c2a71_apx_1024_.jpg
0,443,808000,14,bien-exception-1374338,Propriété Crépy-en-Valois,60800,PROPRIETE,Propriétés Privées,Crépy-en-Valois,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-crepy-en-valois-60-propriete-de-luxe/d137/1374338/b78855db887a5593baf2acd4cf55c5c8_d117bc646ac53a5230c35892dda7b844_apx_1024_.jpg
4,169,690000,6,bien-exception-1373646,Maison Lamorlaye - 4 chambres,60260,MAISON,Propriétés Privées,Lamorlaye,MAISON_DE_LUXE,https://www.bellespierres.com/photo-lamorlaye-60-maison-de-luxe/d137/1373646/bfc71ac813a0a7d21d718931afb98165_6690d2bf3767f1cda51948dad6bfa443_apx_1024_.jpg
4,210,682000,6,bien-exception-1371285,Maison Chaumont-en-Vexin - 4 chambres,60240,MAISON,Propriétés Privées,Chaumont-en-Vexin,MAISON_DE_LUXE,https://www.bellespierres.com/photo-chaumont-en-vexin-60-maison-de-luxe/d137/1371285/dc89c834e1506184fb82fbe5231b5005_2038d4e779dc1bed8bad7f1c53b54ec2_apx_1024_.jpg
4,185,888250,9,bien-exception-1369220,Maison Noailles - 4 chambres,60430,MAISON,Propriétés Privées,Noailles,MAISON_DE_LUXE,https://www.bellespierres.com/photo-noailles-60-maison-de-luxe/d136/1369220/969f6ac83fc7fc0245493a3d8da10569_a80d81960932cc7fa7a3bd256a091c7c_apx_1024_.jpg
5,240,490000,8,bien-exception-1368014,Maison Le Plessis-Belleville - 5 chambres,60330,MAISON,Propriétés Privées,Le Plessis-Belleville,MAISON_DE_LUXE,https://www.bellespierres.com/photo-le-plessis-belleville-60-maison-de-luxe/d136/1368014/c8dba96e32cc4e692f4040ecaccb6554_8b08facbca770aec15ecc6f01d663544_apx_1024_.jpg
4,316,992750,7,bien-exception-1366102,Maison Mouy - 4 chambres,60250,MAISON,Propriétés Privées,Mouy,MAISON_DE_LUXE,https://www.bellespierres.com/photo-mouy-60-maison-de-luxe/d136/1366102/0c4c66afa0468ce51288f837c7f38fcc_7f6a44619b520222f586229508c3ee04_apx_1024_.jpg
5,230,675000,8,bien-exception-1362243,Maison Lamorlaye - 5 chambres,60260,MAISON,Propriétés Privées,Lamorlaye,MAISON_DE_LUXE,https://www.bellespierres.com/photo-lamorlaye-60-maison-de-luxe/d136/1362243/d2490be17d9789fe4515e8479c23aade_2db65fd1a92e82108583e95835a8aba3_apx_1024_.jpg
6,500,1084000,10,bien-exception-1361942,Propriété Senlis - 6 chambres,60300,PROPRIETE,Propriétés Privées,Senlis,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-senlis-60-propriete-de-luxe/d136/1361942/e86c7dbc3f7e293eb4f9294d5f9a9513_dbbbbbf7e032158f7ff2c5cb19bf0fa2_apx_1024_.jpg
7,447,1985000,12,bien-exception-1360702,Propriété Crépy-en-Valois - 7 chambres - 447m²,60800,PROPRIETE,MERCURE FORBES GLOBAL PROPERTIES PICARDIE,Crépy-en-Valois,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-crepy-en-valois-60-propriete-de-luxe/d136/1360702/16477eedb9c718059e99e3de1ac50cbc_4931729119436459060c975a2ba12d8f_apx_1024_.jpg
9,410,615000,14,bien-exception-1351171,Propriété Saint-Just-en-Chaussée - 9 chambres - 410m²,60130,PROPRIETE,MERCURE FORBES GLOBAL PROPERTIES PICARDIE,Saint-Just-en-Chaussée,PROPRIETE_DE_LUXE,https://www.bellespierres.com/photo-saint-just-en-chaussee-60-propriete-de-luxe/d135/1351171/4415025ac62aad4dd58b4159aaee5675_012c58f634386e57f109715532d0ea94_apx_1024_.jpg
6,378,985000,12,bien-exception-1348940,Hôtel particulier Compiègne - 6 chambres - 378m²,60200,HOTEL PARTICULIER,MERCURE FORBES GLOBAL PROPERTIES PICARDIE,Compiègne,HOTEL_PARTICULIER,https://www.bellespierres.com/photo-compiegne-60-hotel-particulier/d134/1348940/3408a3d6c99ba8d5c14c2a719b8f1e47_57b4eb4a223b4770e67ca65c64243c87_apx_1024_.jpg
